node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.054285714285714284
1,1,36.0,37.0,0.05285714285714286
2,6,31.0,37.0,0.05285714285714286
3,4,33.0,37.0,0.05285714285714286
4,4,32.0,36.0,0.05142857142857143
5,1,36.0,37.0,0.05285714285714286
6,4,32.0,36.0,0.05142857142857143
7,3,31.0,34.0,0.04857142857142857
8,2,31.0,33.0,0.047142857142857146
9,1,36.0,37.0,0.05285714285714286
10,2,32.0,34.0,0.04857142857142857
11,4,31.0,35.0,0.05
12,1,33.0,34.0,0.04857142857142857
13,3,29.0,32.0,0.045714285714285714
14,2,33.0,35.0,0.05
15,1,33.0,34.0,0.04857142857142857
16,1,33.0,34.0,0.04857142857142857
17,1,35.0,36.0,0.05142857142857143
18,0,34.0,34.0,0.04857142857142857
19,0,30.0,30.0,0.04285714285714286
