node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05374823196605375
1,2,35.0,37.0,0.05233380480905234
2,7,29.0,36.0,0.05091937765205092
3,3,34.0,37.0,0.05233380480905234
4,2,34.0,36.0,0.05091937765205092
5,3,33.0,36.0,0.05091937765205092
6,3,33.0,36.0,0.05091937765205092
7,1,35.0,36.0,0.05091937765205092
8,1,35.0,36.0,0.05091937765205092
9,1,34.0,35.0,0.04950495049504951
10,4,32.0,36.0,0.05091937765205092
11,2,34.0,36.0,0.05091937765205092
12,2,32.0,34.0,0.04809052333804809
13,1,33.0,34.0,0.04809052333804809
14,0,35.0,35.0,0.04950495049504951
15,0,34.0,34.0,0.04809052333804809
16,2,33.0,35.0,0.04950495049504951
17,0,33.0,33.0,0.04667609618104668
18,0,33.0,33.0,0.04667609618104668
19,0,34.0,34.0,0.04809052333804809
