node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.053824362606232294
1,5,32.0,37.0,0.05240793201133145
2,2,35.0,37.0,0.05240793201133145
3,5,32.0,37.0,0.05240793201133145
4,3,34.0,37.0,0.05240793201133145
5,2,35.0,37.0,0.05240793201133145
6,3,33.0,36.0,0.05099150141643059
7,3,34.0,37.0,0.05240793201133145
8,2,33.0,35.0,0.049575070821529746
9,3,33.0,36.0,0.05099150141643059
10,0,35.0,35.0,0.049575070821529746
11,2,33.0,35.0,0.049575070821529746
12,1,33.0,34.0,0.04815864022662889
13,1,33.0,34.0,0.04815864022662889
14,2,33.0,35.0,0.049575070821529746
15,0,32.0,32.0,0.0453257790368272
16,1,30.0,31.0,0.043909348441926344
17,0,32.0,32.0,0.0453257790368272
18,0,35.0,35.0,0.049575070821529746
19,0,36.0,36.0,0.05099150141643059
