node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.054441260744985676
1,7,30.0,37.0,0.05300859598853868
2,6,30.0,36.0,0.05157593123209169
3,2,33.0,35.0,0.050143266475644696
4,3,34.0,37.0,0.05300859598853868
5,4,31.0,35.0,0.050143266475644696
6,2,35.0,37.0,0.05300859598853868
7,3,31.0,34.0,0.04871060171919771
8,2,35.0,37.0,0.05300859598853868
9,4,32.0,36.0,0.05157593123209169
10,1,33.0,34.0,0.04871060171919771
11,4,29.0,33.0,0.04727793696275072
12,1,32.0,33.0,0.04727793696275072
13,0,35.0,35.0,0.050143266475644696
14,2,34.0,36.0,0.05157593123209169
15,1,30.0,31.0,0.044412607449856735
16,0,32.0,32.0,0.045845272206303724
17,0,34.0,34.0,0.04871060171919771
18,1,35.0,36.0,0.05157593123209169
19,0,32.0,32.0,0.045845272206303724
