node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05390070921985816
1,6,31.0,37.0,0.0524822695035461
2,3,34.0,37.0,0.0524822695035461
3,5,31.0,36.0,0.05106382978723404
4,2,34.0,36.0,0.05106382978723404
5,2,34.0,36.0,0.05106382978723404
6,1,36.0,37.0,0.0524822695035461
7,1,35.0,36.0,0.05106382978723404
8,2,33.0,35.0,0.04964539007092199
9,4,30.0,34.0,0.04822695035460993
10,4,29.0,33.0,0.04680851063829787
11,1,31.0,32.0,0.04539007092198582
12,2,32.0,34.0,0.04822695035460993
13,2,33.0,35.0,0.04964539007092199
14,1,36.0,37.0,0.0524822695035461
15,0,34.0,34.0,0.04822695035460993
16,0,34.0,34.0,0.04822695035460993
17,0,34.0,34.0,0.04822695035460993
18,0,35.0,35.0,0.04964539007092199
19,0,35.0,35.0,0.04964539007092199
