node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.054285714285714284
1,5,32.0,37.0,0.05285714285714286
2,2,34.0,36.0,0.05142857142857143
3,1,35.0,36.0,0.05142857142857143
4,4,33.0,37.0,0.05285714285714286
5,5,32.0,37.0,0.05285714285714286
6,5,31.0,36.0,0.05142857142857143
7,2,34.0,36.0,0.05142857142857143
8,1,35.0,36.0,0.05142857142857143
9,3,33.0,36.0,0.05142857142857143
10,2,34.0,36.0,0.05142857142857143
11,1,34.0,35.0,0.05
12,2,31.0,33.0,0.047142857142857146
13,2,31.0,33.0,0.047142857142857146
14,2,34.0,36.0,0.05142857142857143
15,2,32.0,34.0,0.04857142857142857
16,1,32.0,33.0,0.047142857142857146
17,1,31.0,32.0,0.045714285714285714
18,0,29.0,29.0,0.041428571428571426
19,0,34.0,34.0,0.04857142857142857
