node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05367231638418079
1,4,33.0,37.0,0.052259887005649715
2,1,36.0,37.0,0.052259887005649715
3,2,34.0,36.0,0.05084745762711865
4,5,32.0,37.0,0.052259887005649715
5,4,32.0,36.0,0.05084745762711865
6,3,33.0,36.0,0.05084745762711865
7,3,33.0,36.0,0.05084745762711865
8,3,33.0,36.0,0.05084745762711865
9,1,34.0,35.0,0.04943502824858757
10,3,32.0,35.0,0.04943502824858757
11,0,33.0,33.0,0.046610169491525424
12,1,33.0,34.0,0.0480225988700565
13,1,33.0,34.0,0.0480225988700565
14,1,35.0,36.0,0.05084745762711865
15,1,35.0,36.0,0.05084745762711865
16,0,35.0,35.0,0.04943502824858757
17,0,34.0,34.0,0.0480225988700565
18,0,35.0,35.0,0.04943502824858757
19,0,32.0,32.0,0.04519774011299435
