node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.054441260744985676
1,2,35.0,37.0,0.05300859598853868
2,6,31.0,37.0,0.05300859598853868
3,7,29.0,36.0,0.05157593123209169
4,3,33.0,36.0,0.05157593123209169
5,3,34.0,37.0,0.05300859598853868
6,5,30.0,35.0,0.050143266475644696
7,4,32.0,36.0,0.05157593123209169
8,3,33.0,36.0,0.05157593123209169
9,0,35.0,35.0,0.050143266475644696
10,1,34.0,35.0,0.050143266475644696
11,3,31.0,34.0,0.04871060171919771
12,2,33.0,35.0,0.050143266475644696
13,0,32.0,32.0,0.045845272206303724
14,0,34.0,34.0,0.04871060171919771
15,2,29.0,31.0,0.044412607449856735
16,1,35.0,36.0,0.05157593123209169
17,0,35.0,35.0,0.050143266475644696
18,1,30.0,31.0,0.044412607449856735
19,0,32.0,32.0,0.045845272206303724
