node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05413105413105413
1,5,32.0,37.0,0.05270655270655271
2,6,31.0,37.0,0.05270655270655271
3,3,34.0,37.0,0.05270655270655271
4,2,33.0,35.0,0.04985754985754986
5,1,34.0,35.0,0.04985754985754986
6,1,36.0,37.0,0.05270655270655271
7,2,34.0,36.0,0.05128205128205128
8,1,36.0,37.0,0.05270655270655271
9,4,31.0,35.0,0.04985754985754986
10,1,34.0,35.0,0.04985754985754986
11,3,31.0,34.0,0.04843304843304843
12,4,33.0,37.0,0.05270655270655271
13,2,31.0,33.0,0.04700854700854701
14,1,33.0,34.0,0.04843304843304843
15,3,31.0,34.0,0.04843304843304843
16,0,34.0,34.0,0.04843304843304843
17,0,31.0,31.0,0.04415954415954416
18,0,34.0,34.0,0.04843304843304843
19,0,32.0,32.0,0.045584045584045586
