node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05491329479768786
1,5,32.0,37.0,0.05346820809248555
2,3,34.0,37.0,0.05346820809248555
3,4,33.0,37.0,0.05346820809248555
4,4,32.0,36.0,0.05202312138728324
5,7,30.0,37.0,0.05346820809248555
6,6,30.0,36.0,0.05202312138728324
7,5,29.0,34.0,0.049132947976878616
8,2,34.0,36.0,0.05202312138728324
9,4,29.0,33.0,0.0476878612716763
10,2,33.0,35.0,0.05057803468208093
11,2,34.0,36.0,0.05202312138728324
12,0,34.0,34.0,0.049132947976878616
13,2,33.0,35.0,0.05057803468208093
14,1,32.0,33.0,0.0476878612716763
15,0,30.0,30.0,0.04335260115606936
16,2,31.0,33.0,0.0476878612716763
17,0,33.0,33.0,0.0476878612716763
18,0,32.0,32.0,0.046242774566473986
19,0,30.0,30.0,0.04335260115606936
