node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05390070921985816
1,4,33.0,37.0,0.0524822695035461
2,4,33.0,37.0,0.0524822695035461
3,5,32.0,37.0,0.0524822695035461
4,3,33.0,36.0,0.05106382978723404
5,3,33.0,36.0,0.05106382978723404
6,2,33.0,35.0,0.04964539007092199
7,1,34.0,35.0,0.04964539007092199
8,2,33.0,35.0,0.04964539007092199
9,5,32.0,37.0,0.0524822695035461
10,3,32.0,35.0,0.04964539007092199
11,1,32.0,33.0,0.04680851063829787
12,0,35.0,35.0,0.04964539007092199
13,0,34.0,34.0,0.04822695035460993
14,1,36.0,37.0,0.0524822695035461
15,1,31.0,32.0,0.04539007092198582
16,0,36.0,36.0,0.05106382978723404
17,0,34.0,34.0,0.04822695035460993
18,1,32.0,33.0,0.04680851063829787
19,0,33.0,33.0,0.04680851063829787
