node,owned_edges,dist_sum,cost,p
0,19,19.0,38.0,0.05390070921985816
1,3,34.0,37.0,0.0524822695035461
2,3,34.0,37.0,0.0524822695035461
3,5,32.0,37.0,0.0524822695035461
4,3,33.0,36.0,0.05106382978723404
5,1,36.0,37.0,0.0524822695035461
6,1,36.0,37.0,0.0524822695035461
7,4,32.0,36.0,0.05106382978723404
8,2,35.0,37.0,0.0524822695035461
9,2,34.0,36.0,0.05106382978723404
10,2,33.0,35.0,0.04964539007092199
11,2,32.0,34.0,0.04822695035460993
12,2,34.0,36.0,0.05106382978723404
13,2,32.0,34.0,0.04822695035460993
14,1,34.0,35.0,0.04964539007092199
15,2,32.0,34.0,0.04822695035460993
16,1,33.0,34.0,0.04822695035460993
17,0,32.0,32.0,0.04539007092198582
18,0,34.0,34.0,0.04822695035460993
19,0,29.0,29.0,0.04113475177304964
