u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,22,1
1,34,1
1,42,1
1,49,1
1,50,1
1,52,1
1,68,1
1,72,1
2,3,2
2,5,2
2,10,2
2,24,2
2,25,2
2,36,2
2,48,2
2,52,2
2,53,2
2,57,2
2,58,2
2,77,2
2,79,2
2,82,2
2,93,2
2,98,2
3,15,3
3,24,3
3,26,3
3,32,3
3,45,3
3,48,3
3,50,3
3,52,3
3,57,3
3,90,3
4,43,4
4,48,4
4,62,4
4,67,4
4,70,4
4,74,4
4,86,4
4,94,4
5,75,5
5,80,5
5,85,5
5,92,5
5,94,5
6,22,6
6,25,6
6,29,6
6,48,6
6,53,6
6,54,6
6,61,6
6,67,6
6,73,6
6,80,6
6,90,6
6,93,6
7,10,7
7,20,7
7,21,7
7,28,7
7,37,7
7,40,7
7,42,7
7,50,7
7,54,7
7,55,7
7,59,7
7,73,7
7,79,7
7,92,7
8,25,8
8,40,8
8,49,8
8,51,8
8,58,8
8,61,8
8,77,8
8,90,8
9,22,9
9,30,9
9,65,9
9,86,9
9,89,9
10,19,10
10,22,10
10,46,10
10,59,10
10,70,10
10,75,10
10,91,10
10,98,10
11,13,11
11,36,11
11,37,11
11,39,11
11,40,11
11,49,11
11,53,11
11,77,11
11,79,11
11,84,11
11,93,11
11,95,11
12,14,12
12,31,12
12,53,12
12,56,12
12,57,12
12,64,12
12,95,12
12,98,12
13,17,13
13,21,13
13,22,13
13,43,13
13,46,13
13,55,13
13,70,13
13,87,13
13,90,13
14,32,14
14,45,14
14,58,14
14,62,14
14,75,14
14,81,14
14,88,14
14,93,14
15,22,15
15,27,15
15,45,15
15,61,15
15,64,15
15,67,15
15,68,15
15,71,15
15,82,15
15,84,15
15,89,15
15,90,15
16,28,16
16,37,16
16,42,16
16,50,16
16,79,16
16,84,16
16,89,16
16,99,16
17,20,17
17,27,17
17,28,17
17,34,17
17,55,17
17,58,17
17,64,17
17,85,17
18,33,18
18,45,18
18,50,18
18,69,18
18,95,18
18,98,18
19,44,19
19,52,19
19,67,19
19,90,19
19,94,19
20,23,20
20,27,20
20,34,20
20,38,20
20,53,20
20,66,20
20,74,20
20,87,20
20,91,20
20,99,20
21,27,21
21,36,21
21,54,21
21,59,21
21,61,21
21,65,21
21,70,21
21,73,21
21,74,21
21,81,21
21,93,21
21,95,21
22,26,22
22,28,22
22,38,22
22,41,22
22,49,22
22,59,22
