u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,11,1
1,15,1
1,16,1
1,18,1
1,20,1
1,27,1
1,29,1
1,45,1
1,49,1
1,72,1
1,75,1
1,81,1
1,83,1
1,91,1
1,98,1
2,4,2
2,14,2
2,25,2
2,38,2
2,48,2
2,53,2
2,64,2
2,65,2
2,82,2
2,92,2
2,93,2
3,45,3
3,48,3
3,67,3
3,75,3
3,85,3
3,90,3
3,96,3
3,98,3
4,10,4
4,14,4
4,33,4
4,50,4
4,51,4
4,52,4
4,58,4
4,67,4
4,72,4
4,80,4
4,82,4
4,83,4
4,89,4
4,96,4
5,7,5
5,18,5
5,20,5
5,22,5
5,30,5
5,38,5
5,71,5
5,74,5
5,87,5
5,90,5
6,11,6
6,22,6
6,35,6
6,47,6
6,54,6
6,69,6
6,78,6
6,95,6
7,23,7
7,31,7
7,39,7
7,43,7
7,54,7
7,56,7
7,77,7
7,81,7
8,21,8
8,25,8
8,30,8
8,35,8
8,38,8
8,39,8
8,42,8
8,54,8
8,58,8
8,67,8
8,72,8
8,84,8
9,13,9
9,39,9
9,52,9
9,65,9
9,67,9
9,79,9
9,81,9
10,11,10
10,28,10
10,72,10
10,76,10
10,77,10
10,84,10
10,92,10
11,13,11
11,16,11
11,23,11
11,31,11
11,59,11
11,60,11
11,70,11
11,74,11
11,80,11
12,19,12
12,25,12
12,28,12
12,33,12
12,59,12
12,91,12
12,99,12
13,20,13
13,22,13
13,38,13
13,40,13
13,44,13
13,55,13
13,57,13
13,61,13
13,65,13
13,73,13
13,76,13
13,78,13
13,89,13
13,91,13
14,31,14
14,38,14
14,48,14
14,60,14
14,62,14
14,65,14
14,77,14
14,80,14
14,90,14
15,16,15
15,37,15
15,38,15
15,56,15
15,67,15
15,71,15
15,76,15
15,98,15
16,20,16
16,34,16
16,35,16
16,42,16
16,52,16
16,53,16
16,61,16
16,68,16
16,73,16
16,79,16
16,82,16
17,24,17
17,48,17
17,54,17
17,72,17
17,74,17
17,75,17
17,87,17
18,23,18
18,33,18
18,35,18
18,41,18
18,57,18
18,95,18
18,96,18
19,24,19
19,33,19
19,47,19
19,65,19
19,81,19
19,85,19
19,88,19
20,22,20
20,25,20
20,26,20
20,42,20
20,60,20
20,63,20
20,77,20
20,79,20
20,81,20
21,36,21
21,37,21
21,41,21
21,48,21
21,50,21
21,56,21
21,57,21
21,62,21
21,63,21
21,86,21
