u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,3,1
1,16,1
1,23,1
1,27,1
1,36,1
1,37,1
1,42,1
1,43,1
1,53,1
1,65,1
1,69,1
1,74,1
1,97,1
2,5,2
2,15,2
2,20,2
2,23,2
2,36,2
2,48,2
2,70,2
2,71,2
2,90,2
3,20,3
3,26,3
3,34,3
3,50,3
3,56,3
4,10,4
4,13,4
4,23,4
4,24,4
4,28,4
4,29,4
4,38,4
4,41,4
4,55,4
4,58,4
4,81,4
4,85,4
4,89,4
4,90,4
4,93,4
5,10,5
5,11,5
5,23,5
5,25,5
5,27,5
5,53,5
5,70,5
5,73,5
5,82,5
5,93,5
6,10,6
6,15,6
6,36,6
6,55,6
6,62,6
6,67,6
7,23,7
7,29,7
7,38,7
7,45,7
7,46,7
7,58,7
7,65,7
7,76,7
7,81,7
7,82,7
7,87,7
7,98,7
8,14,8
8,15,8
8,31,8
8,39,8
8,63,8
8,71,8
8,81,8
9,19,9
9,36,9
9,54,9
9,61,9
10,27,10
10,43,10
10,64,10
10,70,10
10,72,10
10,81,10
10,84,10
10,97,10
11,12,11
11,22,11
11,32,11
11,37,11
11,90,11
11,92,11
12,33,12
12,41,12
12,58,12
12,82,12
12,90,12
13,15,13
13,39,13
13,68,13
13,74,13
13,76,13
13,77,13
13,84,13
13,92,13
14,24,14
14,25,14
14,29,14
14,37,14
14,41,14
14,43,14
14,52,14
14,71,14
14,94,14
14,99,14
15,22,15
15,29,15
15,33,15
15,45,15
15,51,15
15,67,15
15,72,15
15,98,15
15,99,15
16,17,16
16,37,16
16,47,16
16,53,16
16,73,16
16,76,16
16,83,16
16,84,16
16,85,16
16,99,16
17,23,17
17,37,17
17,46,17
17,50,17
17,58,17
17,65,17
17,73,17
17,82,17
17,83,17
18,22,18
18,31,18
18,40,18
18,48,18
18,50,18
18,51,18
18,53,18
18,57,18
18,58,18
18,59,18
18,64,18
18,94,18
19,21,19
19,23,19
19,29,19
19,38,19
19,49,19
19,54,19
19,64,19
19,65,19
19,73,19
19,74,19
19,85,19
19,90,19
20,36,20
20,37,20
20,42,20
20,43,20
20,53,20
20,70,20
20,75,20
20,98,20
20,99,20
21,23,21
21,24,21
21,28,21
21,34,21
21,47,21
21,57,21
21,60,21
21,68,21
21,81,21
21,86,21
22,24,22
22,40,22
22,67,22
22,91,22
23,30,23
23,38,23
23,46,23
23,50,23
23,65,23
