u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,6,1
1,14,1
1,32,1
1,36,1
1,41,1
1,70,1
1,85,1
2,3,2
2,12,2
2,30,2
2,37,2
2,47,2
2,50,2
2,56,2
2,58,2
2,65,2
2,77,2
2,79,2
2,96,2
3,9,3
3,17,3
3,26,3
3,34,3
3,40,3
3,44,3
3,48,3
3,50,3
3,64,3
3,79,3
3,87,3
3,91,3
4,20,4
4,39,4
4,41,4
4,44,4
4,45,4
4,48,4
4,75,4
4,76,4
4,95,4
5,8,5
5,9,5
5,18,5
5,31,5
5,33,5
5,39,5
5,41,5
5,50,5
5,68,5
5,74,5
5,80,5
6,24,6
6,25,6
6,31,6
6,34,6
6,60,6
6,71,6
6,74,6
7,17,7
7,19,7
7,22,7
7,24,7
7,32,7
7,33,7
7,51,7
7,59,7
7,72,7
7,91,7
7,92,7
8,13,8
8,26,8
8,28,8
8,32,8
8,35,8
8,69,8
8,74,8
8,75,8
8,77,8
8,79,8
8,83,8
8,97,8
9,15,9
9,21,9
9,45,9
9,66,9
9,81,9
9,86,9
10,14,10
10,18,10
10,37,10
10,39,10
10,45,10
10,47,10
10,54,10
10,55,10
10,56,10
10,61,10
10,73,10
10,97,10
11,28,11
11,35,11
11,64,11
11,68,11
11,83,11
11,86,11
11,97,11
12,55,12
12,67,12
12,75,12
12,84,12
12,86,12
12,93,12
13,16,13
13,42,13
13,69,13
13,72,13
13,87,13
14,21,14
14,26,14
14,37,14
14,41,14
14,57,14
14,91,14
15,20,15
15,23,15
15,33,15
15,35,15
15,45,15
15,61,15
15,65,15
15,77,15
15,78,15
15,89,15
16,20,16
16,36,16
16,43,16
16,48,16
17,23,17
17,32,17
17,50,17
17,52,17
17,54,17
17,78,17
17,83,17
17,92,17
17,97,17
18,36,18
18,46,18
18,60,18
18,62,18
18,85,18
19,21,19
19,24,19
19,33,19
19,37,19
19,41,19
19,62,19
19,63,19
19,68,19
19,74,19
19,75,19
19,76,19
19,77,19
19,84,19
20,40,20
20,43,20
20,50,20
20,53,20
20,61,20
20,81,20
20,87,20
21,27,21
21,31,21
21,51,21
21,65,21
21,89,21
21,93,21
21,95,21
22,25,22
22,50,22
22,62,22
22,70,22
22,81,22
22,87,22
22,95,22
23,29,23
23,35,23
23,40,23
23,46,23
23,47,23
23,57,23
23,63,23
23,71,23
24,29,24
24,30,24
24,44,24
24,66,24
24,71,24
