u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,13,1
1,31,1
1,37,1
1,42,1
1,48,1
1,60,1
1,66,1
1,72,1
1,81,1
1,90,1
2,7,2
2,8,2
2,9,2
2,18,2
2,26,2
2,52,2
2,60,2
2,80,2
2,89,2
2,90,2
2,92,2
2,98,2
3,6,3
3,8,3
3,15,3
3,22,3
3,40,3
3,51,3
3,67,3
3,68,3
3,71,3
3,90,3
3,95,3
3,99,3
4,7,4
4,9,4
4,18,4
4,27,4
4,29,4
4,36,4
4,51,4
4,61,4
4,68,4
4,69,4
4,80,4
4,89,4
4,96,4
4,98,4
5,6,5
5,9,5
5,19,5
5,23,5
5,27,5
5,39,5
5,66,5
5,80,5
5,83,5
5,84,5
5,85,5
5,90,5
5,94,5
5,98,5
5,99,5
6,9,6
6,10,6
6,15,6
6,18,6
6,27,6
6,29,6
6,30,6
6,81,6
7,10,7
7,19,7
7,25,7
7,26,7
7,55,7
7,60,7
7,61,7
7,64,7
7,71,7
7,73,7
7,89,7
8,10,8
8,26,8
8,27,8
8,50,8
8,61,8
8,69,8
8,82,8
8,88,8
9,17,9
9,22,9
9,23,9
9,25,9
9,32,9
9,43,9
9,47,9
9,53,9
9,61,9
9,64,9
9,67,9
9,73,9
9,86,9
10,12,10
10,13,10
10,16,10
10,29,10
10,30,10
10,37,10
10,40,10
10,44,10
10,51,10
10,62,10
10,77,10
10,94,10
10,96,10
11,14,11
11,25,11
11,31,11
11,49,11
11,66,11
11,69,11
11,74,11
11,85,11
11,86,11
12,20,12
12,23,12
12,59,12
12,60,12
12,69,12
12,74,12
12,76,12
12,88,12
12,94,12
13,18,13
13,35,13
13,50,13
13,51,13
13,63,13
13,68,13
13,78,13
13,97,13
13,99,13
14,42,14
14,62,14
14,78,14
14,84,14
14,85,14
15,41,15
15,62,15
15,73,15
15,88,15
15,91,15
16,19,16
16,35,16
16,36,16
16,40,16
16,47,16
16,52,16
16,71,16
16,73,16
16,74,16
16,97,16
17,30,17
17,36,17
17,51,17
17,54,17
17,66,17
17,88,17
17,89,17
17,91,17
17,92,17
17,97,17
17,99,17
18,26,18
18,29,18
18,40,18
18,42,18
18,44,18
18,46,18
18,48,18
18,71,18
18,78,18
18,83,18
18,93,18
18,97,18
19,24,19
19,26,19
19,33,19
19,37,19
19,39,19
19,45,19
19,61,19
19,75,19
19,76,19
19,77,19
19,99,19
20,27,20
