u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,5,1
1,6,1
1,26,1
1,29,1
1,36,1
1,67,1
1,85,1
1,93,1
1,99,1
2,15,2
2,27,2
2,28,2
2,48,2
2,56,2
2,71,2
3,6,3
3,8,3
3,15,3
3,34,3
3,47,3
3,58,3
3,87,3
3,96,3
4,8,4
4,24,4
4,35,4
4,36,4
4,42,4
4,45,4
4,46,4
4,53,4
4,66,4
4,75,4
4,77,4
5,19,5
5,38,5
5,41,5
5,46,5
5,57,5
5,58,5
5,60,5
5,67,5
5,73,5
5,88,5
5,95,5
6,22,6
6,67,6
6,90,6
7,34,7
7,58,7
7,60,7
7,67,7
8,13,8
8,14,8
8,22,8
8,29,8
8,30,8
8,40,8
8,60,8
8,74,8
8,78,8
8,85,8
8,86,8
9,33,9
9,52,9
9,53,9
9,55,9
9,65,9
9,67,9
9,68,9
9,72,9
9,92,9
9,97,9
10,40,10
10,51,10
10,59,10
10,63,10
10,65,10
10,72,10
10,74,10
10,85,10
11,30,11
11,35,11
11,43,11
11,59,11
11,62,11
11,81,11
11,86,11
11,89,11
11,95,11
12,16,12
12,18,12
12,23,12
12,41,12
12,52,12
12,55,12
12,56,12
12,71,12
12,76,12
12,85,12
12,86,12
12,87,12
12,95,12
13,17,13
13,45,13
13,71,13
13,73,13
13,87,13
14,19,14
14,29,14
14,51,14
14,52,14
14,67,14
14,76,14
15,23,15
15,45,15
15,56,15
15,61,15
15,75,15
15,87,15
16,18,16
16,20,16
16,30,16
16,59,16
16,60,16
16,67,16
16,79,16
16,83,16
16,84,16
17,29,17
17,44,17
17,55,17
17,56,17
17,58,17
17,63,17
17,77,17
18,23,18
18,26,18
18,44,18
18,64,18
18,82,18
18,84,18
18,95,18
19,20,19
19,39,19
19,41,19
19,54,19
19,68,19
19,86,19
19,96,19
19,97,19
20,23,20
20,26,20
20,55,20
20,66,20
20,70,20
20,73,20
20,77,20
20,80,20
20,96,20
20,97,20
21,23,21
21,44,21
21,45,21
21,74,21
21,75,21
21,93,21
22,29,22
22,31,22
22,32,22
22,35,22
22,61,22
22,65,22
23,33,23
23,47,23
23,54,23
23,55,23
23,60,23
23,71,23
23,83,23
23,84,23
24,32,24
24,39,24
24,48,24
24,49,24
24,54,24
24,70,24
25,27,25
25,42,25
25,49,25
25,51,25
25,56,25
25,72,25
25,78,25
25,87,25
26,57,26
26,64,26
26,79,26
