u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,20,1
1,21,1
1,33,1
1,43,1
1,53,1
1,58,1
1,69,1
1,74,1
1,99,1
2,7,2
2,9,2
2,25,2
2,34,2
2,53,2
2,78,2
2,80,2
2,86,2
2,90,2
2,98,2
3,14,3
3,33,3
3,37,3
3,64,3
3,66,3
3,83,3
3,89,3
3,94,3
4,18,4
4,19,4
4,20,4
4,27,4
4,31,4
4,45,4
4,48,4
4,56,4
4,59,4
4,64,4
4,76,4
5,25,5
5,67,5
5,74,5
5,80,5
6,19,6
6,33,6
6,39,6
6,41,6
6,50,6
6,59,6
6,71,6
6,76,6
6,80,6
6,88,6
6,97,6
7,8,7
7,11,7
7,35,7
7,51,7
7,54,7
7,57,7
7,61,7
7,67,7
7,96,7
8,10,8
8,18,8
8,30,8
8,36,8
8,44,8
8,55,8
8,59,8
8,64,8
8,76,8
8,83,8
9,15,9
9,22,9
9,23,9
9,50,9
9,78,9
9,79,9
10,27,10
10,39,10
10,51,10
10,71,10
10,91,10
11,14,11
11,18,11
11,27,11
11,31,11
11,38,11
11,48,11
11,57,11
11,60,11
11,94,11
12,13,12
12,24,12
12,27,12
12,35,12
12,43,12
12,45,12
12,51,12
12,55,12
12,59,12
12,68,12
12,73,12
12,83,12
12,85,12
12,86,12
12,87,12
12,92,12
12,93,12
13,16,13
13,22,13
13,27,13
13,51,13
13,68,13
13,70,13
13,73,13
13,79,13
14,16,14
14,18,14
14,35,14
14,44,14
14,46,14
14,58,14
14,60,14
14,62,14
14,65,14
14,66,14
14,70,14
14,76,14
14,97,14
15,35,15
15,36,15
15,51,15
15,69,15
16,24,16
16,39,16
16,46,16
16,53,16
16,77,16
16,90,16
17,21,17
17,27,17
17,37,17
17,40,17
17,54,17
17,62,17
17,75,17
17,76,17
17,93,17
18,20,18
18,21,18
18,44,18
18,53,18
18,74,18
19,21,19
19,26,19
19,31,19
19,36,19
19,56,19
19,59,19
19,68,19
19,77,19
20,24,20
20,46,20
20,58,20
20,60,20
20,75,20
20,79,20
20,84,20
21,58,21
22,27,22
22,30,22
22,33,22
22,34,22
22,35,22
22,45,22
22,50,22
22,56,22
22,66,22
22,69,22
22,78,22
22,80,22
22,83,22
22,98,22
23,30,23
23,60,23
23,67,23
23,71,23
23,75,23
23,77,23
23,88,23
24,26,24
24,35,24
24,51,24
24,76,24
24,77,24
24,90,24
25,29,25
