u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,2,1
1,73,1
1,83,1
2,15,2
2,18,2
2,33,2
2,46,2
2,61,2
2,79,2
2,93,2
3,10,3
3,21,3
3,24,3
3,37,3
3,41,3
3,48,3
3,52,3
3,54,3
3,57,3
3,59,3
3,60,3
3,88,3
3,98,3
4,10,4
4,37,4
4,43,4
4,55,4
4,67,4
4,71,4
4,76,4
4,77,4
4,80,4
4,89,4
5,14,5
5,21,5
5,26,5
5,37,5
5,40,5
5,45,5
5,49,5
5,69,5
5,84,5
5,99,5
6,10,6
6,25,6
6,33,6
6,50,6
6,55,6
6,58,6
6,73,6
6,75,6
6,76,6
6,82,6
6,98,6
7,8,7
7,9,7
7,20,7
7,24,7
7,30,7
7,33,7
7,40,7
7,58,7
7,73,7
7,74,7
7,88,7
7,96,7
8,17,8
8,32,8
8,42,8
8,59,8
8,62,8
8,65,8
8,74,8
8,80,8
8,88,8
9,19,9
9,22,9
9,29,9
9,30,9
9,40,9
9,44,9
9,56,9
9,68,9
9,69,9
9,75,9
9,89,9
9,97,9
9,98,9
10,11,10
10,16,10
10,18,10
10,42,10
10,58,10
10,60,10
10,63,10
10,65,10
10,69,10
10,83,10
10,87,10
11,23,11
11,24,11
11,35,11
11,43,11
11,53,11
11,54,11
11,58,11
11,73,11
11,80,11
11,84,11
11,85,11
11,95,11
12,16,12
12,27,12
12,38,12
12,49,12
12,60,12
12,62,12
12,64,12
12,67,12
12,90,12
12,97,12
13,22,13
13,31,13
13,32,13
13,36,13
13,37,13
13,55,13
13,57,13
13,61,13
13,64,13
13,66,13
13,80,13
13,88,13
13,91,13
13,99,13
14,39,14
14,53,14
14,76,14
14,89,14
14,93,14
14,94,14
15,33,15
15,40,15
15,60,15
15,85,15
15,86,15
15,97,15
16,27,16
16,34,16
16,59,16
16,62,16
16,63,16
16,69,16
16,71,16
16,77,16
16,79,16
16,85,16
16,86,16
17,21,17
17,33,17
17,41,17
17,45,17
17,46,17
17,62,17
17,68,17
17,79,17
17,80,17
17,81,17
17,83,17
18,23,18
18,27,18
18,41,18
18,64,18
18,65,18
18,78,18
18,92,18
18,98,18
18,99,18
19,23,19
19,37,19
19,68,19
19,70,19
19,78,19
19,97,19
20,21,20
20,26,20
20,33,20
20,50,20
20,61,20
20,63,20
20,70,20
20,75,20
20,83,20
21,29,21
21,36,21
21,41,21
21,43,21
21,51,21
