u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,15,1
1,18,1
1,26,1
1,29,1
1,47,1
1,59,1
1,76,1
1,95,1
2,7,2
2,32,2
2,33,2
2,37,2
2,39,2
2,47,2
2,49,2
2,52,2
2,56,2
2,57,2
2,70,2
2,77,2
2,78,2
2,84,2
2,88,2
2,91,2
3,13,3
3,21,3
3,34,3
3,35,3
3,36,3
3,49,3
3,57,3
3,76,3
3,85,3
3,90,3
3,94,3
4,15,4
4,26,4
4,56,4
4,60,4
4,71,4
4,77,4
4,78,4
4,85,4
4,87,4
4,92,4
4,98,4
5,6,5
5,40,5
5,59,5
5,62,5
5,63,5
5,72,5
5,73,5
5,85,5
5,93,5
6,12,6
6,38,6
6,47,6
6,54,6
6,55,6
6,62,6
6,63,6
6,79,6
6,88,6
6,91,6
6,99,6
7,8,7
7,12,7
7,35,7
7,41,7
7,64,7
7,66,7
7,71,7
7,76,7
7,77,7
7,91,7
7,95,7
7,96,7
7,97,7
8,25,8
8,40,8
8,49,8
8,53,8
8,56,8
8,86,8
8,87,8
9,10,9
9,56,9
9,58,9
9,81,9
10,20,10
10,38,10
10,39,10
10,57,10
10,72,10
10,76,10
10,78,10
10,82,10
10,92,10
11,30,11
11,34,11
11,49,11
11,53,11
11,55,11
11,65,11
11,88,11
11,95,11
12,13,12
12,20,12
12,25,12
12,33,12
12,37,12
12,50,12
12,55,12
12,67,12
12,74,12
12,80,12
12,88,12
12,92,12
12,97,12
13,26,13
13,28,13
13,30,13
13,37,13
13,45,13
13,64,13
13,67,13
13,78,13
13,80,13
13,85,13
14,35,14
14,57,14
14,58,14
14,59,14
14,60,14
14,61,14
14,67,14
14,78,14
14,85,14
14,88,14
14,98,14
15,18,15
15,22,15
15,24,15
15,28,15
15,51,15
15,77,15
15,94,15
16,37,16
16,48,16
16,69,16
16,85,16
16,88,16
16,92,16
17,25,17
17,29,17
17,33,17
17,34,17
17,59,17
17,69,17
17,82,17
17,87,17
17,94,17
17,95,17
18,23,18
18,24,18
18,34,18
18,37,18
18,38,18
18,45,18
18,61,18
18,72,18
18,75,18
18,77,18
18,91,18
19,20,19
19,24,19
19,46,19
19,61,19
19,74,19
19,79,19
19,86,19
19,96,19
20,41,20
20,54,20
20,66,20
20,72,20
20,80,20
20,83,20
20,86,20
20,87,20
20,90,20
20,93,20
21,37,21
21,51,21
21,67,21
21,74,21
21,75,21
