u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,3,1
1,14,1
1,15,1
1,17,1
1,41,1
1,50,1
1,67,1
1,75,1
1,86,1
1,99,1
2,8,2
2,26,2
2,29,2
2,35,2
2,38,2
2,91,2
3,13,3
3,18,3
3,19,3
3,20,3
3,24,3
3,25,3
3,26,3
3,28,3
3,29,3
3,45,3
3,52,3
3,58,3
3,66,3
3,74,3
3,77,3
3,78,3
3,89,3
3,93,3
3,98,3
4,8,4
4,13,4
4,17,4
4,26,4
4,29,4
4,33,4
4,41,4
4,46,4
4,54,4
4,61,4
4,67,4
4,69,4
4,70,4
4,88,4
4,89,4
4,93,4
4,98,4
5,31,5
5,36,5
5,44,5
5,46,5
5,76,5
5,96,5
5,98,5
6,9,6
6,14,6
6,24,6
6,27,6
6,35,6
6,38,6
6,52,6
6,54,6
6,61,6
6,67,6
6,73,6
7,18,7
7,27,7
7,39,7
7,41,7
7,51,7
7,56,7
7,58,7
7,61,7
7,63,7
7,65,7
7,70,7
7,71,7
8,10,8
8,14,8
8,28,8
8,50,8
8,57,8
8,68,8
8,73,8
8,89,8
8,90,8
8,95,8
9,28,9
9,40,9
9,41,9
9,47,9
9,48,9
9,69,9
9,92,9
9,95,9
9,99,9
10,19,10
10,54,10
10,68,10
10,71,10
10,75,10
10,86,10
10,96,10
11,16,11
11,27,11
11,54,11
11,59,11
11,69,11
11,74,11
11,78,11
11,84,11
11,94,11
12,13,12
12,20,12
12,26,12
12,37,12
12,41,12
12,49,12
12,69,12
12,71,12
12,85,12
13,25,13
13,32,13
13,35,13
13,59,13
13,74,13
13,76,13
13,93,13
13,94,13
14,67,14
14,68,14
14,69,14
14,71,14
15,16,15
15,43,15
15,74,15
15,77,15
15,84,15
15,91,15
15,94,15
16,32,16
16,76,16
16,80,16
16,85,16
16,87,16
16,93,16
17,19,17
17,39,17
17,57,17
17,62,17
17,79,17
17,80,17
17,87,17
17,92,17
17,97,17
18,25,18
18,34,18
18,43,18
18,53,18
18,57,18
18,70,18
18,71,18
18,93,18
19,29,19
19,40,19
19,46,19
19,56,19
19,73,19
19,75,19
19,82,19
20,43,20
20,54,20
20,57,20
20,59,20
20,60,20
20,77,20
20,81,20
20,82,20
20,84,20
20,87,20
20,92,20
20,94,20
20,95,20
21,22,21
21,25,21
21,27,21
22,29,22
22,35,22
22,36,22
22,94,22
23,31,23
23,52,23
23,68,23
