u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,44,1
1,46,1
1,59,1
1,68,1
2,3,2
2,15,2
2,17,2
2,25,2
2,30,2
2,46,2
2,51,2
2,57,2
2,86,2
2,95,2
3,17,3
3,24,3
3,40,3
3,47,3
3,48,3
3,64,3
3,71,3
3,76,3
4,13,4
4,17,4
4,35,4
4,55,4
4,57,4
4,72,4
4,77,4
4,95,4
5,16,5
5,18,5
5,25,5
5,36,5
5,47,5
5,52,5
5,92,5
5,97,5
6,16,6
6,33,6
6,62,6
6,65,6
6,67,6
6,81,6
7,19,7
7,23,7
7,31,7
7,41,7
7,52,7
7,70,7
8,11,8
8,12,8
8,24,8
8,25,8
8,44,8
8,50,8
8,81,8
8,91,8
8,94,8
9,10,9
9,11,9
9,54,9
9,85,9
9,95,9
10,16,10
10,17,10
10,19,10
10,26,10
10,29,10
10,34,10
10,50,10
10,51,10
10,61,10
10,83,10
10,89,10
10,96,10
11,20,11
11,34,11
11,42,11
11,45,11
11,59,11
11,63,11
11,65,11
11,91,11
12,24,12
12,34,12
12,36,12
12,49,12
12,65,12
12,76,12
12,82,12
12,85,12
12,86,12
13,37,13
13,41,13
13,62,13
13,64,13
13,72,13
13,81,13
13,95,13
13,98,13
14,36,14
14,53,14
14,57,14
14,70,14
14,75,14
14,87,14
14,92,14
15,19,15
15,26,15
15,27,15
15,62,15
15,71,15
15,77,15
15,85,15
15,89,15
16,17,16
16,21,16
16,25,16
16,33,16
16,36,16
16,42,16
16,50,16
16,51,16
16,67,16
16,68,16
16,74,16
16,76,16
16,79,16
16,82,16
16,90,16
17,21,17
17,24,17
17,34,17
17,35,17
17,51,17
17,59,17
17,68,17
17,73,17
18,27,18
18,43,18
18,47,18
18,48,18
18,50,18
18,53,18
18,60,18
18,71,18
18,85,18
18,91,18
19,24,19
19,70,19
19,93,19
20,30,20
20,35,20
20,37,20
20,64,20
20,89,20
20,91,20
20,95,20
21,25,21
21,37,21
21,53,21
21,58,21
21,63,21
21,72,21
21,82,21
21,90,21
21,93,21
21,96,21
22,28,22
22,51,22
22,53,22
22,57,22
22,65,22
22,70,22
22,80,22
22,88,22
22,96,22
23,25,23
23,35,23
23,39,23
23,49,23
23,60,23
23,68,23
23,72,23
23,73,23
23,89,23
24,38,24
24,70,24
24,71,24
24,76,24
24,86,24
24,93,24
24,97,24
25,31,25
25,41,25
25,64,25
25,67,25
