u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,10,1
1,15,1
1,19,1
1,26,1
1,28,1
1,35,1
1,39,1
1,40,1
1,43,1
1,74,1
1,75,1
1,84,1
1,98,1
2,20,2
2,22,2
2,45,2
2,48,2
2,49,2
2,51,2
2,67,2
2,71,2
3,5,3
3,14,3
3,31,3
3,34,3
3,50,3
3,53,3
3,54,3
3,77,3
3,85,3
3,88,3
3,94,3
3,98,3
4,10,4
4,17,4
4,29,4
4,33,4
4,39,4
4,53,4
4,65,4
4,69,4
4,83,4
4,89,4
5,11,5
5,26,5
5,40,5
5,42,5
5,54,5
5,65,5
5,66,5
5,71,5
5,74,5
5,99,5
6,44,6
6,45,6
6,47,6
6,48,6
6,49,6
6,64,6
6,69,6
6,71,6
6,78,6
6,86,6
7,16,7
7,18,7
7,39,7
7,45,7
7,73,7
7,88,7
7,98,7
8,15,8
8,55,8
8,89,8
9,24,9
9,25,9
9,44,9
9,45,9
9,46,9
9,54,9
9,59,9
9,61,9
9,75,9
10,18,10
10,39,10
10,50,10
10,51,10
10,61,10
10,69,10
10,70,10
11,19,11
11,24,11
11,28,11
11,55,11
11,61,11
11,64,11
11,67,11
11,74,11
11,89,11
11,98,11
12,19,12
12,22,12
12,30,12
12,32,12
12,44,12
12,54,12
12,55,12
12,56,12
12,66,12
12,68,12
12,74,12
12,77,12
12,78,12
12,79,12
12,81,12
12,86,12
12,95,12
13,15,13
13,27,13
13,28,13
13,30,13
13,34,13
13,36,13
13,51,13
13,57,13
13,76,13
14,35,14
14,40,14
14,47,14
14,54,14
14,58,14
14,59,14
14,71,14
14,94,14
15,16,15
15,26,15
15,29,15
15,35,15
15,46,15
15,47,15
15,49,15
15,55,15
15,79,15
16,18,16
16,19,16
16,24,16
16,27,16
16,30,16
16,35,16
16,42,16
16,64,16
16,65,16
16,69,16
16,78,16
16,79,16
16,87,16
16,89,16
16,97,16
17,31,17
17,39,17
17,59,17
17,69,17
17,78,17
17,84,17
17,99,17
18,23,18
18,26,18
18,37,18
18,45,18
18,70,18
18,74,18
18,97,18
19,24,19
19,33,19
19,39,19
19,64,19
19,77,19
19,84,19
20,22,20
20,27,20
20,37,20
20,47,20
20,58,20
20,67,20
20,88,20
21,29,21
21,33,21
21,55,21
21,58,21
21,59,21
21,62,21
21,73,21
21,87,21
21,90,21
21,93,21
21,98,21
22,33,22
22,34,22
22,47,22
