node,owned_edges,dist_sum,cost,p
0,99,99.0,297.0,0.015
1,13,184.0,210.0,0.010606060606060607
2,6,191.0,203.0,0.010252525252525253
3,9,188.0,206.0,0.010404040404040403
4,9,188.0,206.0,0.010404040404040403
5,13,183.0,209.0,0.010555555555555556
6,12,185.0,209.0,0.010555555555555556
7,12,184.0,208.0,0.010505050505050505
8,7,190.0,204.0,0.010303030303030303
9,7,189.0,203.0,0.010252525252525253
10,9,186.0,204.0,0.010303030303030303
11,9,187.0,205.0,0.010353535353535354
12,4,192.0,200.0,0.010101010101010102
13,6,188.0,200.0,0.010101010101010102
14,6,190.0,202.0,0.010202020202020202
15,10,186.0,206.0,0.010404040404040403
16,10,187.0,207.0,0.010454545454545454
17,11,185.0,207.0,0.010454545454545454
18,1,193.0,195.0,0.009848484848484848
19,4,191.0,199.0,0.010050505050505051
20,10,184.0,204.0,0.010303030303030303
21,10,183.0,203.0,0.010252525252525253
22,5,191.0,201.0,0.010151515151515151
23,11,185.0,207.0,0.010454545454545454
24,7,185.0,199.0,0.010050505050505051
25,4,192.0,200.0,0.010101010101010102
26,8,187.0,203.0,0.010252525252525253
27,5,190.0,200.0,0.010101010101010102
28,7,187.0,201.0,0.010151515151515151
29,12,184.0,208.0,0.010505050505050505
30,5,188.0,198.0,0.01
31,6,189.0,201.0,0.010151515151515151
32,5,191.0,201.0,0.010151515151515151
33,5,189.0,199.0,0.010050505050505051
34,2,192.0,196.0,0.009898989898989899
35,9,182.0,200.0,0.010101010101010102
36,10,183.0,203.0,0.010252525252525253
37,2,194.0,198.0,0.01
38,5,191.0,201.0,0.010151515151515151
39,7,184.0,198.0,0.01
40,5,187.0,197.0,0.00994949494949495
41,10,183.0,203.0,0.010252525252525253
42,8,185.0,201.0,0.010151515151515151
43,5,186.0,196.0,0.009898989898989899
44,7,185.0,199.0,0.010050505050505051
45,6,185.0,197.0,0.00994949494949495
46,10,182.0,202.0,0.010202020202020202
47,4,188.0,196.0,0.009898989898989899
48,9,182.0,200.0,0.010101010101010102
49,4,188.0,196.0,0.009898989898989899
50,4,190.0,198.0,0.01
51,8,182.0,198.0,0.01
52,4,188.0,196.0,0.009898989898989899
53,4,189.0,197.0,0.00994949494949495
54,3,189.0,195.0,0.009848484848484848
55,5,182.0,192.0,0.009696969696969697
56,2,190.0,194.0,0.009797979797979799
57,3,190.0,196.0,0.009898989898989899
58,4,183.0,191.0,0.009646464646464646
59,5,186.0,196.0,0.009898989898989899
60,0,193.0,193.0,0.009747474747474748
61,3,186.0,192.0,0.009696969696969697
62,4,186.0,194.0,0.009797979797979799
63,3,191.0,197.0,0.00994949494949495
64,2,188.0,192.0,0.009696969696969697
65,6,184.0,196.0,0.009898989898989899
66,3,190.0,196.0,0.009898989898989899
67,2,191.0,195.0,0.009848484848484848
68,3,185.0,191.0,0.009646464646464646
69,5,183.0,193.0,0.009747474747474748
70,2,189.0,193.0,0.009747474747474748
71,3,186.0,192.0,0.009696969696969697
72,0,191.0,191.0,0.009646464646464646
73,3,189.0,195.0,0.009848484848484848
74,3,186.0,192.0,0.009696969696969697
75,2,189.0,193.0,0.009747474747474748
76,2,187.0,191.0,0.009646464646464646
77,3,186.0,192.0,0.009696969696969697
78,1,189.0,191.0,0.009646464646464646
79,3,189.0,195.0,0.009848484848484848
80,3,190.0,196.0,0.009898989898989899
81,1,189.0,191.0,0.009646464646464646
82,2,186.0,190.0,0.009595959595959595
83,1,190.0,192.0,0.009696969696969697
84,2,186.0,190.0,0.009595959595959595
85,1,187.0,189.0,0.009545454545454546
86,0,187.0,187.0,0.009444444444444445
87,3,183.0,189.0,0.009545454545454546
88,0,188.0,188.0,0.009494949494949495
89,0,191.0,191.0,0.009646464646464646
90,1,186.0,188.0,0.009494949494949495
91,2,185.0,189.0,0.009545454545454546
92,0,191.0,191.0,0.009646464646464646
93,1,189.0,191.0,0.009646464646464646
94,0,192.0,192.0,0.009696969696969697
95,0,187.0,187.0,0.009444444444444445
96,0,190.0,190.0,0.009595959595959595
97,0,190.0,190.0,0.009595959595959595
98,0,185.0,185.0,0.009343434343434343
99,0,189.0,189.0,0.009545454545454546
