node,owned_edges,dist_sum,cost,p
0,99,99.0,297.0,0.015
1,12,185.0,209.0,0.010555555555555556
2,9,188.0,206.0,0.010404040404040403
3,7,190.0,204.0,0.010303030303030303
4,8,188.0,204.0,0.010303030303030303
5,10,186.0,206.0,0.010404040404040403
6,6,190.0,202.0,0.010202020202020202
7,9,187.0,205.0,0.010353535353535354
8,6,190.0,202.0,0.010202020202020202
9,8,185.0,201.0,0.010151515151515151
10,6,190.0,202.0,0.010202020202020202
11,8,189.0,205.0,0.010353535353535354
12,9,188.0,206.0,0.010404040404040403
13,10,186.0,206.0,0.010404040404040403
14,7,190.0,204.0,0.010303030303030303
15,6,189.0,201.0,0.010151515151515151
16,8,186.0,202.0,0.010202020202020202
17,8,188.0,204.0,0.010303030303030303
18,6,190.0,202.0,0.010202020202020202
19,7,190.0,204.0,0.010303030303030303
20,8,189.0,205.0,0.010353535353535354
21,9,187.0,205.0,0.010353535353535354
22,11,185.0,207.0,0.010454545454545454
23,12,183.0,207.0,0.010454545454545454
24,10,184.0,204.0,0.010303030303030303
25,9,186.0,204.0,0.010303030303030303
26,8,184.0,200.0,0.010101010101010102
27,10,186.0,206.0,0.010404040404040403
28,5,187.0,197.0,0.00994949494949495
29,5,191.0,201.0,0.010151515151515151
30,7,188.0,202.0,0.010202020202020202
31,7,187.0,201.0,0.010151515151515151
32,8,184.0,200.0,0.010101010101010102
33,5,189.0,199.0,0.010050505050505051
34,5,190.0,200.0,0.010101010101010102
35,6,188.0,200.0,0.010101010101010102
36,2,193.0,197.0,0.00994949494949495
37,3,192.0,198.0,0.01
38,6,190.0,202.0,0.010202020202020202
39,1,191.0,193.0,0.009747474747474748
40,7,184.0,198.0,0.01
41,9,181.0,199.0,0.010050505050505051
42,5,190.0,200.0,0.010101010101010102
43,4,192.0,200.0,0.010101010101010102
44,7,187.0,201.0,0.010151515151515151
45,7,184.0,198.0,0.01
46,7,184.0,198.0,0.01
47,9,184.0,202.0,0.010202020202020202
48,5,189.0,199.0,0.010050505050505051
49,5,187.0,197.0,0.00994949494949495
50,3,188.0,194.0,0.009797979797979799
51,5,191.0,201.0,0.010151515151515151
52,4,189.0,197.0,0.00994949494949495
53,5,187.0,197.0,0.00994949494949495
54,3,187.0,193.0,0.009747474747474748
55,2,187.0,191.0,0.009646464646464646
56,4,185.0,193.0,0.009747474747474748
57,4,187.0,195.0,0.009848484848484848
58,6,189.0,201.0,0.010151515151515151
59,2,189.0,193.0,0.009747474747474748
60,3,187.0,193.0,0.009747474747474748
61,2,186.0,190.0,0.009595959595959595
62,4,190.0,198.0,0.01
63,2,188.0,192.0,0.009696969696969697
64,5,187.0,197.0,0.00994949494949495
65,6,186.0,198.0,0.01
66,6,187.0,199.0,0.010050505050505051
67,4,185.0,193.0,0.009747474747474748
68,3,186.0,192.0,0.009696969696969697
69,1,189.0,191.0,0.009646464646464646
70,2,190.0,194.0,0.009797979797979799
71,1,191.0,193.0,0.009747474747474748
72,1,191.0,193.0,0.009747474747474748
73,3,186.0,192.0,0.009696969696969697
74,2,188.0,192.0,0.009696969696969697
75,2,185.0,189.0,0.009545454545454546
76,3,185.0,191.0,0.009646464646464646
77,0,192.0,192.0,0.009696969696969697
78,6,181.0,193.0,0.009747474747474748
79,3,189.0,195.0,0.009848484848484848
80,2,187.0,191.0,0.009646464646464646
81,2,189.0,193.0,0.009747474747474748
82,1,187.0,189.0,0.009545454545454546
83,0,186.0,186.0,0.009393939393939394
84,2,188.0,192.0,0.009696969696969697
85,0,188.0,188.0,0.009494949494949495
86,1,185.0,187.0,0.009444444444444445
87,2,182.0,186.0,0.009393939393939394
88,2,190.0,194.0,0.009797979797979799
89,3,185.0,191.0,0.009646464646464646
90,2,185.0,189.0,0.009545454545454546
91,0,189.0,189.0,0.009545454545454546
92,0,188.0,188.0,0.009494949494949495
93,2,187.0,191.0,0.009646464646464646
94,0,186.0,186.0,0.009393939393939394
95,1,189.0,191.0,0.009646464646464646
96,0,186.0,186.0,0.009393939393939394
97,1,187.0,189.0,0.009545454545454546
98,0,188.0,188.0,0.009494949494949495
99,0,192.0,192.0,0.009696969696969697
