u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,20,1
1,64,1
1,65,1
1,69,1
1,73,1
1,74,1
1,80,1
1,97,1
1,98,1
2,4,2
2,6,2
2,12,2
2,27,2
2,38,2
2,39,2
2,40,2
2,55,2
2,61,2
2,74,2
2,79,2
2,85,2
2,88,2
2,90,2
3,7,3
3,9,3
3,10,3
3,14,3
3,16,3
3,38,3
3,39,3
3,56,3
3,79,3
4,13,4
4,15,4
4,21,4
4,22,4
4,24,4
4,30,4
4,38,4
4,40,4
4,47,4
4,66,4
4,71,4
4,88,4
4,89,4
4,97,4
5,16,5
5,18,5
5,21,5
5,26,5
5,35,5
5,40,5
5,42,5
5,50,5
5,53,5
5,58,5
5,62,5
5,77,5
5,89,5
6,9,6
6,20,6
6,21,6
6,58,6
6,63,6
6,64,6
6,76,6
6,83,6
6,90,6
7,19,7
7,21,7
7,33,7
7,34,7
7,52,7
7,60,7
7,68,7
7,71,7
8,20,8
8,21,8
8,25,8
8,27,8
8,31,8
8,37,8
8,48,8
8,53,8
8,54,8
8,55,8
8,60,8
8,65,8
8,71,8
8,72,8
9,18,9
9,19,9
9,34,9
9,53,9
9,70,9
9,75,9
9,76,9
9,87,9
10,15,10
10,28,10
10,31,10
10,47,10
10,55,10
10,59,10
10,64,10
10,86,10
10,87,10
10,88,10
10,99,10
11,23,11
11,30,11
11,84,11
11,85,11
11,87,11
11,88,11
12,14,12
12,37,12
12,45,12
12,58,12
12,68,12
12,77,12
12,87,12
13,19,13
13,20,13
13,27,13
13,40,13
13,45,13
13,74,13
13,76,13
13,92,13
14,22,14
14,40,14
14,41,14
14,44,14
14,49,14
14,79,14
14,95,14
15,20,15
15,28,15
15,31,15
15,39,15
15,45,15
15,50,15
15,52,15
15,58,15
15,61,15
15,68,15
15,69,15
15,74,15
15,86,15
16,24,16
16,39,16
16,49,16
16,53,16
16,68,16
16,88,16
17,20,17
17,25,17
17,41,17
17,43,17
17,57,17
17,72,17
17,78,17
17,85,17
17,86,17
17,87,17
17,93,17
17,94,17
17,98,17
18,22,18
18,28,18
18,67,18
18,78,18
18,93,18
18,97,18
19,21,19
19,27,19
19,47,19
19,78,19
19,79,19
19,86,19
19,94,19
19,96,19
20,21,20
20,29,20
20,33,20
20,42,20
20,50,20
20,72,20
20,76,20
20,77,20
20,78,20
20,82,20
21,45,21
21,47,21
21,68,21
21,69,21
21,77,21
