u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,19,1
1,26,1
1,30,1
1,33,1
1,53,1
1,54,1
1,57,1
1,66,1
1,70,1
1,75,1
1,87,1
1,94,1
1,95,1
2,29,2
2,33,2
2,43,2
2,53,2
2,54,2
2,59,2
2,90,2
2,92,2
2,98,2
3,7,3
3,12,3
3,13,3
3,43,3
3,47,3
3,72,3
3,73,3
3,80,3
3,94,3
4,13,4
4,26,4
4,42,4
4,50,4
4,71,4
4,75,4
4,78,4
4,84,4
4,90,4
5,20,5
5,30,5
5,39,5
5,42,5
5,47,5
5,49,5
5,53,5
5,63,5
5,68,5
5,71,5
5,76,5
5,81,5
6,17,6
6,18,6
6,42,6
6,53,6
6,59,6
6,60,6
6,68,6
6,89,6
6,94,6
7,18,7
7,23,7
7,27,7
7,29,7
7,46,7
7,60,7
7,67,7
7,81,7
8,12,8
8,33,8
8,54,8
8,68,8
8,96,8
8,98,8
9,27,9
9,29,9
9,48,9
9,58,9
9,69,9
9,78,9
9,87,9
10,18,10
10,19,10
10,25,10
10,26,10
10,36,10
10,60,10
10,69,10
10,76,10
10,92,10
11,36,11
11,39,11
11,54,11
11,55,11
11,70,11
11,77,11
11,84,11
11,85,11
11,86,11
11,87,11
11,91,11
11,96,11
11,97,11
12,17,12
12,24,12
12,33,12
12,35,12
12,73,12
12,75,12
12,98,12
13,16,13
13,69,13
13,77,13
13,78,13
13,91,13
13,99,13
14,38,14
14,52,14
14,55,14
14,71,14
15,18,15
15,21,15
15,38,15
15,43,15
15,55,15
15,61,15
15,70,15
15,79,15
15,83,15
15,91,15
16,19,16
16,20,16
16,33,16
16,52,16
16,59,16
16,85,16
17,22,17
17,42,17
17,50,17
17,56,17
17,61,17
17,73,17
17,82,17
17,83,17
18,35,18
18,54,18
18,63,18
18,74,18
18,82,18
18,85,18
18,92,18
19,62,19
19,72,19
19,77,19
19,82,19
20,21,20
20,22,20
20,43,20
20,50,20
20,54,20
20,72,20
20,73,20
21,41,21
21,43,21
21,55,21
21,59,21
21,61,21
21,90,21
22,32,22
22,35,22
22,38,22
22,39,22
22,47,22
22,75,22
22,77,22
22,84,22
23,28,23
23,34,23
23,40,23
23,60,23
23,73,23
23,74,23
23,96,23
24,29,24
24,30,24
24,34,24
24,42,24
24,44,24
24,51,24
24,59,24
24,67,24
24,70,24
24,78,24
24,88,24
25,41,25
25,48,25
25,49,25
