u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,6,1
1,10,1
1,20,1
1,44,1
1,55,1
1,68,1
1,76,1
1,80,1
1,86,1
1,89,1
2,11,2
2,18,2
2,23,2
2,29,2
2,41,2
2,50,2
2,60,2
2,68,2
2,75,2
2,84,2
2,88,2
3,9,3
3,32,3
3,35,3
3,67,3
3,68,3
3,69,3
3,74,3
3,83,3
3,84,3
3,89,3
3,95,3
4,50,4
4,51,4
4,78,4
4,82,4
4,83,4
4,87,4
5,6,5
5,12,5
5,31,5
5,44,5
5,59,5
5,61,5
5,66,5
5,76,5
5,80,5
5,82,5
5,87,5
5,88,5
6,15,6
6,32,6
6,42,6
6,58,6
6,72,6
6,76,6
6,82,6
6,83,6
6,85,6
6,86,6
6,98,6
7,18,7
7,31,7
7,41,7
7,46,7
7,52,7
7,55,7
7,61,7
7,80,7
7,94,7
8,23,8
8,28,8
8,45,8
8,50,8
8,59,8
8,61,8
8,65,8
8,69,8
8,71,8
8,76,8
8,79,8
8,80,8
8,86,8
8,87,8
9,13,9
9,30,9
9,33,9
9,48,9
9,51,9
9,62,9
9,69,9
9,72,9
9,77,9
9,78,9
9,80,9
10,11,10
10,19,10
10,43,10
10,57,10
10,86,10
11,15,11
11,28,11
11,33,11
11,78,11
11,93,11
12,28,12
12,43,12
12,45,12
12,68,12
12,71,12
12,79,12
12,84,12
13,19,13
13,24,13
13,38,13
13,39,13
13,45,13
13,49,13
13,50,13
13,61,13
13,71,13
13,74,13
13,97,13
14,23,14
14,26,14
14,42,14
14,43,14
14,51,14
14,60,14
14,67,14
14,85,14
14,99,14
15,26,15
15,47,15
15,51,15
15,93,15
15,94,15
16,23,16
16,26,16
16,40,16
16,59,16
16,64,16
16,73,16
16,80,16
16,92,16
16,94,16
17,20,17
17,31,17
17,35,17
17,37,17
17,50,17
17,62,17
17,72,17
17,75,17
17,83,17
18,20,18
18,23,18
18,27,18
18,59,18
18,81,18
18,83,18
18,97,18
19,26,19
19,33,19
19,34,19
19,38,19
19,55,19
19,96,19
20,27,20
20,53,20
20,56,20
20,65,20
20,88,20
21,24,21
21,25,21
21,28,21
21,29,21
21,39,21
21,45,21
21,62,21
21,80,21
22,31,22
22,79,22
22,91,22
22,97,22
23,31,23
23,38,23
23,66,23
23,79,23
23,84,23
24,41,24
24,51,24
24,52,24
24,53,24
24,62,24
24,67,24
24,98,24
25,32,25
