0	9
0	30
0	62
0	49
1	59
1	78
2	71
2	67
3	19
3	44
4	42
4	87
4	5
4	46
5	88
6	10
6	83
7	89
8	66
8	82
11	44
12	41
13	83
14	60
14	95
15	72
16	22
17	52
17	73
17	99
18	24
18	96
18	63
20	93
20	63
21	78
22	36
23	73
25	69
26	98
27	95
27	68
28	42
29	85
29	94
29	34
31	64
32	86
32	58
33	64
34	39
35	72
36	58
37	45
38	46
38	73
39	45
39	76
39	82
39	64
40	92
41	97
42	83
43	44
44	94
45	53
47	68
47	91
48	61
48	65
49	65
50	95
51	89
52	54
55	98
55	59
56	74
56	90
56	60
57	80
58	77
58	68
63	79
63	64
63	80
65	71
66	75
67	70
67	82
69	72
72	79
73	97
73	80
78	82
81	86
82	92
84	89
84	88
91	93
