0	37
0	87
1	94
1	97
2	68
3	12
3	70
4	59
5	37
6	49
6	18
7	28
7	35
7	48
8	59
8	73
8	88
9	33
10	81
10	15
11	38
12	78
12	76
13	17
13	28
14	91
15	38
15	92
15	82
15	26
16	85
18	20
19	56
20	33
20	60
20	75
20	51
21	77
22	56
22	77
22	26
22	30
23	74
23	43
24	41
24	88
24	40
25	32
27	95
29	70
30	67
31	61
31	62
31	73
32	86
32	95
34	67
36	53
37	43
37	96
39	80
40	90
42	90
42	58
44	61
45	58
45	54
46	64
46	48
47	79
47	52
47	58
48	80
48	82
49	70
50	90
51	66
51	65
52	89
53	78
54	67
55	98
55	64
57	80
61	63
62	83
65	87
65	67
65	99
66	95
67	68
67	71
69	96
72	96
73	91
76	97
84	89
85	96
88	93
