0	48
0	37
1	64
1	23
1	82
1	50
1	26
2	78
2	4
3	7
3	37
3	50
4	33
4	75
5	20
5	36
6	22
6	10
7	38
8	28
8	19
8	48
9	16
9	71
10	94
10	90
11	75
11	37
12	45
12	52
13	43
13	78
14	84
14	74
15	97
17	63
17	92
18	24
19	21
20	47
20	40
21	98
22	49
22	65
23	83
24	31
24	54
25	89
25	57
26	96
27	92
29	39
30	53
32	46
32	87
32	37
33	52
33	85
34	55
34	65
35	94
36	60
37	81
39	65
40	61
41	53
41	57
41	95
41	88
42	77
42	48
44	58
44	72
51	90
53	80
54	70
55	86
56	79
57	79
59	97
59	60
59	66
60	88
62	76
66	72
66	94
67	73
67	91
68	70
69	86
70	93
71	92
71	90
71	99
74	82
76	87
91	99
93	98
95	96
