0	39
1	16
1	20
1	48
1	33
2	94
2	34
3	93
4	88
4	19
5	96
5	51
6	52
7	42
7	57
8	52
9	23
9	13
10	70
10	69
11	88
12	28
13	32
14	17
14	70
15	31
18	98
18	50
19	48
21	37
22	79
22	25
24	26
24	45
25	77
25	46
26	41
27	64
27	76
28	53
28	80
29	74
30	89
31	70
32	56
32	59
33	69
33	59
33	75
34	88
35	56
36	81
37	86
38	58
38	65
39	46
39	49
39	40
39	50
40	84
42	89
43	90
43	65
44	97
44	92
45	57
45	65
46	78
47	99
48	76
48	92
49	81
50	53
51	68
51	93
52	62
52	68
54	75
54	99
55	58
56	65
57	72
57	80
58	93
60	82
60	95
60	67
61	85
62	63
63	91
64	71
66	68
67	93
72	85
73	86
74	75
76	87
83	89
85	86
