0	66
0	99
1	67
1	70
1	29
1	84
2	42
2	53
3	9
4	7
5	52
5	26
6	19
6	28
6	94
6	62
7	89
7	51
8	14
9	56
10	82
10	29
11	56
11	86
11	43
11	97
11	29
12	47
13	28
14	15
14	29
15	18
15	36
16	79
16	56
17	27
17	73
17	62
17	43
18	21
20	48
22	42
23	87
23	24
24	32
24	94
25	78
25	42
26	33
26	37
26	79
29	75
30	58
31	77
34	40
35	82
38	40
38	57
39	55
39	76
39	66
40	50
41	48
41	49
41	83
43	63
44	96
44	45
45	61
46	98
46	61
47	88
47	65
47	89
50	74
51	93
53	62
54	56
56	64
57	84
57	88
58	90
58	91
58	61
58	95
59	99
60	65
62	92
65	81
65	69
68	71
69	95
71	76
72	80
76	93
77	99
80	83
80	82
85	88
