0	76
1	31
1	86
2	92
2	42
3	56
4	32
5	30
6	25
7	38
8	74
8	32
8	57
8	42
9	58
10	62
10	55
10	57
11	15
12	21
13	72
13	39
13	88
14	97
14	49
15	43
15	77
16	78
16	61
17	71
17	96
17	35
18	60
18	29
19	22
19	81
20	60
21	45
21	54
23	56
23	98
23	75
24	30
25	44
26	87
26	88
26	42
27	51
28	73
29	59
30	43
32	91
33	66
34	54
34	67
35	55
36	44
37	57
38	65
38	70
38	61
39	80
39	52
40	86
41	68
41	52
42	63
42	99
43	75
44	68
46	95
46	51
47	58
47	68
48	76
48	95
49	93
49	61
50	62
51	86
53	76
54	59
55	84
58	82
59	83
60	66
61	83
62	81
64	85
64	75
67	94
68	90
69	84
71	89
73	97
75	94
77	90
79	86
82	86
