0	14
0	92
0	61
1	35
2	90
3	7
3	85
3	99
4	45
4	59
4	55
4	90
5	32
5	51
5	94
5	39
6	28
6	64
8	29
8	99
9	70
10	12
10	80
10	20
11	44
13	30
13	89
14	20
15	56
16	58
16	91
17	86
17	46
18	59
19	79
19	68
21	71
21	23
21	85
22	26
23	63
23	38
24	36
25	65
26	89
27	38
29	48
30	91
31	39
33	91
34	50
35	61
35	91
36	38
37	96
37	43
38	49
38	46
39	53
39	64
39	75
39	77
40	76
40	87
41	71
42	62
42	85
43	73
43	90
43	48
44	89
46	81
47	50
47	60
48	87
49	69
52	90
54	81
55	78
56	82
56	99
57	98
57	95
59	67
60	62
61	88
64	70
65	83
66	85
68	69
72	84
74	87
77	78
81	95
83	89
83	93
84	87
85	97
86	93
