0	23
1	51
2	40
3	25
4	97
4	65
5	86
5	11
5	56
6	80
7	87
7	93
7	9
8	75
8	9
8	86
9	53
10	85
11	51
12	56
13	46
13	98
14	44
14	38
14	85
14	58
14	40
15	83
16	72
17	59
17	69
17	63
18	47
18	65
18	77
19	28
19	30
20	43
20	79
21	81
21	41
21	42
22	39
23	60
24	66
24	95
24	51
25	49
25	48
25	31
26	31
26	98
26	55
27	80
27	91
27	31
29	54
29	88
30	94
32	40
32	41
33	36
34	51
35	64
35	51
36	85
37	94
38	73
39	48
42	68
43	45
43	74
43	88
45	52
45	72
46	67
46	63
48	60
49	62
50	68
55	84
56	79
56	89
57	80
58	96
60	77
61	68
65	94
68	69
69	71
70	94
76	85
78	84
78	99
80	82
83	88
86	90
89	96
92	96
