0	92
0	54
1	24
1	99
2	54
2	74
2	24
3	77
4	25
4	33
5	75
6	94
6	33
7	61
7	31
7	52
8	39
9	10
9	46
11	23
12	22
12	55
12	95
13	77
13	92
14	47
15	21
15	63
16	25
17	93
17	60
18	78
19	93
20	45
20	55
21	78
22	48
23	24
24	73
24	80
25	52
26	67
26	51
27	57
27	32
28	90
28	85
29	46
29	58
29	93
30	31
31	87
32	77
33	55
34	53
34	87
35	73
36	39
37	52
38	56
39	40
40	65
41	95
42	65
42	96
43	91
43	72
44	69
47	75
47	61
48	86
48	68
49	56
49	89
49	51
49	97
49	74
50	72
51	59
52	70
52	85
53	83
53	98
59	60
62	93
63	99
64	91
65	82
66	80
67	69
68	96
71	77
72	89
73	76
77	81
79	97
82	88
84	97
95	97
