0	25
0	79
0	28
1	69
1	88
2	45
2	65
3	70
3	87
3	67
3	78
3	99
4	66
5	14
6	64
6	95
7	57
7	95
8	63
8	9
8	21
9	98
10	30
11	88
12	65
12	94
13	39
14	26
14	95
15	75
16	91
16	74
17	31
17	42
17	57
18	24
18	55
18	35
19	63
20	51
20	47
21	75
21	78
22	30
22	33
23	84
26	58
26	28
27	59
27	97
28	44
28	68
28	93
29	43
29	42
31	89
32	38
32	59
33	49
34	51
35	97
35	84
36	86
36	68
37	44
39	49
39	96
39	92
40	74
41	83
41	88
41	79
43	92
43	62
46	89
47	70
48	50
50	83
52	66
53	94
53	60
53	78
54	84
56	75
59	72
60	66
61	62
62	76
66	80
67	74
68	77
68	90
71	88
73	97
76	81
80	85
81	84
82	84
85	95
