0	30
0	43
0	55
1	4
1	67
1	91
2	71
2	97
3	26
3	61
5	19
5	80
5	93
5	84
5	24
6	64
6	96
6	12
7	42
8	82
8	18
9	74
10	90
10	66
11	29
11	97
11	88
12	37
13	52
13	62
14	51
14	80
15	77
16	98
16	59
17	40
18	92
20	64
21	32
21	78
21	97
22	68
23	41
24	94
24	58
25	62
25	39
26	92
27	37
27	84
28	40
28	86
31	88
33	58
34	73
35	70
36	86
36	71
37	77
37	91
38	82
39	79
41	73
41	63
42	95
43	60
44	70
44	68
45	46
45	50
45	76
47	75
47	63
47	70
48	90
49	61
53	55
54	79
54	87
55	74
55	57
55	58
56	83
56	97
57	72
57	76
58	85
58	99
59	78
61	85
63	95
65	88
65	95
66	92
68	85
69	79
81	92
86	87
89	98
