0	50
1	70
1	63
1	48
2	14
2	89
3	12
3	94
4	18
5	24
6	87
7	45
8	27
8	75
8	83
9	86
10	50
11	89
13	67
13	26
14	17
15	82
15	93
16	23
17	39
18	86
18	63
19	68
20	74
21	88
22	38
22	62
23	46
24	50
25	69
26	53
28	64
28	72
29	63
30	90
31	67
32	69
32	90
32	95
32	60
33	91
33	47
34	77
35	45
35	55
35	71
36	80
37	83
37	67
39	50
40	62
40	44
41	48
41	88
41	78
42	47
42	99
43	97
43	66
44	94
46	73
48	94
49	59
51	77
51	89
51	86
52	77
53	94
54	97
56	94
57	68
57	72
57	92
58	96
59	78
60	76
61	90
65	80
66	84
66	88
69	81
71	74
71	85
71	76
73	93
73	91
76	92
76	82
78	96
78	98
79	96
80	89
87	94
92	98
