0	47
0	93
0	28
1	87
2	9
2	40
2	51
3	23
3	55
3	8
4	20
5	43
6	27
6	96
6	79
7	51
7	74
8	77
9	46
9	69
10	48
11	96
12	41
12	60
13	23
14	86
15	78
16	66
17	74
17	45
18	79
19	68
19	96
20	61
20	36
21	39
22	26
22	89
22	76
24	74
25	56
25	99
28	42
28	99
29	81
30	49
31	49
31	38
32	84
33	48
33	70
34	75
34	89
35	83
36	71
36	94
36	45
36	75
37	92
37	82
38	95
39	63
40	97
41	86
43	88
43	69
44	51
45	60
45	95
46	81
48	83
48	91
50	72
50	90
50	93
52	75
53	64
54	62
55	66
57	77
57	74
58	63
58	97
59	64
59	79
61	65
62	70
63	85
64	80
67	76
67	90
69	82
70	74
73	87
73	77
74	84
74	79
74	98
78	97
