0	52
1	20
1	12
2	87
2	4
2	44
3	80
3	39
4	11
4	84
5	97
5	53
6	17
7	32
7	70
8	91
8	35
9	39
9	68
10	41
10	45
10	80
11	14
11	85
12	69
13	30
14	23
15	53
15	84
16	20
17	47
17	94
17	99
18	54
18	90
18	71
19	22
20	68
21	24
22	58
23	46
24	88
24	63
24	32
25	27
26	51
27	64
27	38
28	79
29	49
29	63
30	58
31	80
33	36
34	62
35	84
36	77
36	55
37	86
37	63
38	96
38	55
39	82
40	44
42	52
43	93
44	98
48	74
49	51
49	59
50	65
50	59
51	67
52	59
55	74
55	95
56	67
57	88
58	78
58	71
58	79
60	83
61	73
62	73
63	92
65	69
66	89
70	99
72	98
73	99
74	81
75	82
76	93
76	95
76	97
79	99
83	92
89	97
90	98
