0	34
1	29
2	26
2	35
2	10
3	84
3	28
4	68
4	6
5	38
5	85
5	72
6	60
7	19
7	94
8	17
9	77
10	83
10	67
11	30
11	87
11	79
12	70
12	41
13	83
14	15
14	81
16	80
17	26
18	32
18	77
18	58
19	20
20	34
21	22
22	71
22	67
23	27
24	75
24	61
25	50
25	52
27	46
28	92
28	51
29	40
29	37
31	54
31	82
33	74
33	94
34	76
34	60
34	97
36	99
37	90
38	69
39	46
39	73
40	72
41	79
41	50
42	80
43	76
44	60
45	53
46	78
47	60
48	62
48	73
49	85
50	96
51	63
52	58
52	60
53	92
55	57
56	80
56	67
57	75
59	64
60	88
61	64
61	86
63	81
64	73
65	96
66	69
67	89
81	83
82	86
82	83
83	91
83	98
86	95
89	99
90	93
90	96
92	94
