0	12
1	19
1	69
1	97
1	52
2	38
2	72
2	56
3	40
4	12
4	39
5	19
6	26
6	67
6	59
6	73
7	71
7	77
7	89
7	25
8	15
9	37
9	76
9	96
10	87
10	95
10	92
11	25
11	39
11	55
12	68
13	96
13	98
14	15
15	18
15	20
15	92
16	74
16	84
17	82
20	62
21	51
22	50
22	48
23	33
23	54
23	35
24	82
25	27
27	61
28	75
28	48
29	36
30	31
31	97
32	49
34	51
35	84
35	85
35	56
35	68
36	44
40	46
40	54
41	46
42	98
42	52
43	56
44	54
45	87
47	54
48	54
49	65
49	82
51	98
52	73
52	58
53	66
53	76
54	64
55	80
55	78
55	59
56	70
56	83
56	93
57	87
58	99
60	81
63	68
65	79
68	86
68	90
68	92
72	82
78	81
86	88
91	95
94	95
