0	51
0	23
1	42
2	44
2	63
2	14
3	8
4	96
5	77
5	42
6	35
6	27
7	57
7	80
8	74
8	60
9	32
9	42
9	54
10	85
10	81
11	89
11	46
12	49
12	66
12	79
12	87
13	14
14	68
14	62
15	51
16	65
16	73
16	46
17	66
18	59
19	38
20	96
21	54
22	60
23	52
24	46
24	40
25	45
26	79
27	67
28	31
28	80
28	67
29	93
30	40
33	48
33	78
34	75
36	69
37	95
37	61
38	40
38	98
39	96
39	62
41	84
43	88
43	69
43	84
44	82
44	92
45	98
45	75
46	54
47	53
47	83
47	51
50	70
50	81
52	97
52	99
54	59
54	78
55	93
55	83
56	91
56	78
58	70
60	63
61	62
61	69
63	87
64	65
67	86
70	94
71	84
71	86
72	84
75	87
76	97
81	93
86	97
87	90
