0	17
0	88
1	34
2	84
2	38
3	58
3	62
4	59
4	91
5	89
6	31
6	62
6	89
7	59
8	46
8	29
9	11
9	13
10	88
10	23
12	88
13	16
14	68
14	74
14	80
14	33
15	97
16	79
16	53
18	76
18	35
19	70
19	41
20	54
21	44
21	93
22	86
22	58
23	36
23	91
23	27
24	51
24	61
25	77
25	94
25	29
26	53
26	61
27	55
27	45
28	96
28	50
29	33
30	65
30	41
30	32
32	75
32	61
32	66
33	76
34	56
35	38
35	85
37	66
38	48
38	73
39	81
39	77
40	91
41	45
41	92
42	88
43	55
46	95
47	95
48	52
48	54
49	51
50	51
53	69
53	89
55	56
57	93
58	63
58	60
60	64
65	71
66	93
66	94
67	98
72	94
75	87
78	83
78	96
82	99
83	90
85	99
93	98
96	97
