0	43
0	6
0	22
1	32
1	92
1	62
2	98
3	38
3	99
4	63
4	52
5	46
5	23
6	87
7	83
7	12
8	55
9	14
10	24
11	84
12	65
13	42
13	71
14	52
15	73
16	21
16	96
16	95
16	94
17	91
18	65
19	71
20	50
22	62
22	46
23	40
23	68
23	34
23	63
24	90
25	56
26	29
26	31
26	91
26	75
27	93
28	39
28	51
28	85
28	31
29	86
30	56
30	68
31	89
31	59
33	93
34	64
34	79
35	88
36	94
37	48
37	45
38	52
41	93
44	88
44	70
45	72
45	99
46	53
46	81
47	50
49	54
50	65
53	80
54	58
54	88
55	70
55	66
57	98
57	97
59	66
60	74
60	75
60	79
61	63
63	82
64	84
65	95
67	82
69	71
70	90
71	90
73	89
76	91
77	98
78	80
87	94
93	97
93	95
