0	8
1	21
1	18
1	43
2	82
3	53
3	4
3	11
4	52
5	12
5	85
6	10
6	11
6	89
7	76
7	30
8	81
8	20
9	48
13	59
13	91
13	16
14	97
15	46
15	57
16	19
16	64
16	80
16	77
17	85
18	57
18	26
18	56
20	30
20	88
21	45
21	79
22	61
22	26
23	82
23	29
24	88
25	83
26	66
27	37
27	99
28	46
29	33
29	40
31	93
31	84
32	92
32	97
34	43
35	75
36	90
37	40
38	69
39	41
39	73
40	88
42	74
42	84
42	58
42	56
43	73
43	88
44	67
45	78
47	63
47	96
48	93
49	63
50	63
51	54
52	69
54	68
54	83
55	97
58	97
60	84
62	76
65	94
65	89
67	72
68	77
69	87
69	96
70	79
71	98
72	84
75	98
82	95
83	92
85	95
86	93
89	92
90	93
98	99
