0	20
0	21
0	71
0	41
1	90
1	67
2	56
2	26
2	16
3	96
3	8
4	75
5	85
5	80
5	9
6	40
6	80
7	35
7	72
7	36
8	77
8	45
9	30
10	33
11	19
11	80
12	63
12	93
13	97
14	31
14	50
14	85
15	89
15	33
16	42
16	33
16	81
16	97
17	32
17	76
17	18
18	23
18	49
19	64
19	39
22	74
24	70
24	58
25	86
25	68
26	54
26	51
27	82
27	84
28	55
28	69
29	44
29	61
29	59
29	98
29	66
30	58
30	45
30	68
30	71
34	93
34	91
36	71
37	89
38	88
38	91
39	69
39	62
40	75
41	99
43	95
43	80
46	84
46	89
47	80
48	79
49	52
51	87
51	91
52	96
53	73
53	77
54	60
57	86
59	78
61	65
61	74
62	83
66	86
67	97
75	94
76	97
79	84
81	92
