0	65
0	34
1	31
1	56
2	43
2	12
3	71
3	28
3	24
4	60
4	98
5	51
5	46
5	25
6	29
7	92
7	65
8	68
8	59
9	42
10	67
11	69
11	40
11	16
12	56
12	77
13	51
14	61
14	30
15	45
15	42
15	99
16	98
16	82
17	62
18	59
18	82
19	54
19	77
20	45
21	62
21	85
21	82
21	84
22	67
23	94
24	31
25	44
26	44
26	86
26	43
27	32
28	63
29	45
30	48
30	78
30	69
32	93
33	54
34	87
35	53
36	96
36	72
37	55
37	72
38	77
39	49
39	64
39	68
40	95
41	52
42	70
42	84
46	52
46	75
47	76
47	81
50	79
53	65
55	79
57	64
58	63
59	87
59	72
60	90
61	83
63	66
63	81
63	80
67	96
68	73
74	89
74	94
74	79
77	95
80	91
88	92
93	95
97	98
