0	44
0	75
0	12
0	22
0	64
0	78
1	49
2	29
3	7
3	21
4	54
5	18
5	96
5	76
6	16
6	19
7	79
8	57
8	70
9	89
10	47
10	14
11	45
11	51
12	53
12	21
13	42
14	25
15	19
15	70
15	92
16	24
17	31
17	84
19	61
20	40
20	60
20	48
21	63
22	34
22	50
22	91
23	69
24	51
25	26
25	64
26	89
27	68
27	82
27	36
28	79
29	72
30	38
30	31
31	98
32	43
32	50
33	88
35	69
35	55
36	65
36	74
37	83
37	97
39	46
39	58
39	49
39	85
41	94
42	65
48	59
48	88
49	95
49	74
52	92
52	86
54	83
55	82
56	95
57	72
62	66
66	85
67	77
67	82
71	84
73	94
73	84
74	76
76	87
78	81
78	99
79	80
80	88
84	87
85	90
86	97
86	89
90	97
93	96
