0	69
0	23
1	55
1	95
1	57
2	96
3	70
3	55
4	55
5	59
5	15
6	38
6	10
7	84
7	24
8	64
8	22
9	62
10	13
10	74
10	81
11	79
12	58
12	59
13	45
14	52
15	23
15	66
16	32
16	33
16	98
17	75
17	36
17	97
18	78
18	46
19	46
19	38
20	49
21	29
21	35
21	73
21	91
22	57
24	56
25	47
25	65
25	52
26	77
26	42
27	56
28	42
28	80
28	49
28	44
28	57
30	34
30	33
31	76
31	44
32	89
34	82
36	88
37	56
39	50
39	84
40	79
40	99
41	83
43	53
43	47
44	56
48	96
48	88
49	63
49	86
49	62
51	83
51	81
52	54
54	62
55	68
57	75
60	67
60	81
61	65
63	72
64	94
65	87
66	70
71	82
72	85
73	92
81	90
81	92
82	97
83	98
84	93
91	99
