0	67
1	75
2	5
3	17
3	48
4	80
4	60
5	60
6	28
6	95
6	82
7	49
8	68
9	96
9	61
10	38
10	64
11	51
11	76
12	84
12	41
13	42
13	87
14	71
14	29
15	25
16	45
16	29
16	82
16	48
16	60
17	55
18	85
19	72
19	78
20	22
20	94
21	57
23	65
23	42
24	83
24	61
25	89
25	90
26	31
27	31
27	44
27	86
27	80
28	78
29	77
30	62
30	63
32	79
32	64
32	83
33	38
34	88
34	44
35	40
35	63
36	74
36	51
37	85
37	60
38	94
39	43
41	72
42	76
43	72
45	52
46	81
46	97
46	87
46	48
47	64
48	67
49	53
50	92
51	53
51	75
54	56
54	60
54	59
56	91
57	74
58	70
59	69
59	99
61	66
61	68
61	62
63	86
67	73
70	90
70	77
75	93
87	98
92	97
