node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,6,91.0,103.0,0.021020408163265305
2,1,96.0,98.0,0.02
3,6,90.0,102.0,0.020816326530612245
4,5,91.0,101.0,0.020612244897959184
5,7,89.0,103.0,0.021020408163265305
6,5,91.0,101.0,0.020612244897959184
7,5,92.0,102.0,0.020816326530612245
8,6,90.0,102.0,0.020816326530612245
9,2,94.0,98.0,0.02
10,1,96.0,98.0,0.02
11,3,93.0,99.0,0.02020408163265306
12,6,87.0,99.0,0.02020408163265306
13,4,92.0,100.0,0.02040816326530612
14,5,91.0,101.0,0.020612244897959184
15,5,91.0,101.0,0.020612244897959184
16,2,94.0,98.0,0.02
17,4,91.0,99.0,0.02020408163265306
18,4,93.0,101.0,0.020612244897959184
19,2,93.0,97.0,0.01979591836734694
20,2,92.0,96.0,0.019591836734693877
21,0,96.0,96.0,0.019591836734693877
22,4,92.0,100.0,0.02040816326530612
23,1,95.0,97.0,0.01979591836734694
24,4,93.0,101.0,0.020612244897959184
25,1,94.0,96.0,0.019591836734693877
26,1,93.0,95.0,0.019387755102040816
27,4,90.0,98.0,0.02
28,1,94.0,96.0,0.019591836734693877
29,1,94.0,96.0,0.019591836734693877
30,1,94.0,96.0,0.019591836734693877
31,2,94.0,98.0,0.02
32,2,92.0,96.0,0.019591836734693877
33,2,91.0,95.0,0.019387755102040816
34,1,92.0,94.0,0.019183673469387756
35,1,94.0,96.0,0.019591836734693877
36,0,94.0,94.0,0.019183673469387756
37,1,93.0,95.0,0.019387755102040816
38,3,89.0,95.0,0.019387755102040816
39,1,89.0,91.0,0.018571428571428572
40,0,90.0,90.0,0.018367346938775512
41,0,94.0,94.0,0.019183673469387756
42,0,92.0,92.0,0.018775510204081632
43,0,93.0,93.0,0.018979591836734692
44,1,93.0,95.0,0.019387755102040816
45,1,92.0,94.0,0.019183673469387756
46,0,93.0,93.0,0.018979591836734692
47,0,94.0,94.0,0.019183673469387756
48,0,93.0,93.0,0.018979591836734692
49,0,91.0,91.0,0.018571428571428572
