u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,11,1
1,32,1
1,37,1
1,38,1
1,42,1
1,49,1
2,13,2
2,14,2
2,29,2
2,33,2
2,44,2
2,46,2
3,5,3
3,14,3
4,16,4
4,42,4
4,47,4
5,11,5
5,37,5
6,31,6
7,14,7
7,16,7
7,44,7
8,43,8
8,44,8
8,48,8
10,34,10
10,45,10
11,13,11
11,30,11
11,33,11
12,13,12
12,23,12
12,25,12
12,37,12
12,47,12
13,30,13
13,37,13
14,20,14
14,23,14
14,36,14
15,17,15
15,41,15
15,47,15
16,30,16
16,42,16
17,27,17
17,42,17
18,34,18
18,47,18
18,48,18
19,34,19
19,37,19
19,39,19
20,34,20
20,36,20
20,39,20
21,29,21
21,42,21
21,43,21
21,46,21
22,24,22
22,26,22
22,33,22
22,35,22
22,42,22
22,49,22
23,24,23
23,25,23
23,40,23
24,25,24
25,31,25
25,47,25
26,39,26
26,42,26
27,28,27
28,38,28
28,39,28
28,44,28
29,30,29
29,32,29
30,48,30
31,37,31
31,38,31
32,36,32
33,35,33
34,47,34
35,46,35
35,49,35
37,39,37
37,43,37
38,49,38
39,42,39
41,46,41
41,48,41
41,49,41
42,46,42
42,47,42
44,45,44
44,46,44
45,47,45
45,48,45
46,49,46
48,49,48
