node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,6,91.0,103.0,0.021020408163265305
2,2,95.0,99.0,0.02020408163265306
3,7,90.0,104.0,0.02122448979591837
4,7,90.0,104.0,0.02122448979591837
5,6,89.0,101.0,0.020612244897959184
6,6,91.0,103.0,0.021020408163265305
7,0,97.0,97.0,0.01979591836734694
8,4,93.0,101.0,0.020612244897959184
9,7,89.0,103.0,0.021020408163265305
10,4,93.0,101.0,0.020612244897959184
11,6,90.0,102.0,0.020816326530612245
12,5,91.0,101.0,0.020612244897959184
13,4,90.0,98.0,0.02
14,5,91.0,101.0,0.020612244897959184
15,8,87.0,103.0,0.021020408163265305
16,6,89.0,101.0,0.020612244897959184
17,2,92.0,96.0,0.019591836734693877
18,2,95.0,99.0,0.02020408163265306
19,4,93.0,101.0,0.020612244897959184
20,6,88.0,100.0,0.02040816326530612
21,3,93.0,99.0,0.02020408163265306
22,2,91.0,95.0,0.019387755102040816
23,2,89.0,93.0,0.018979591836734692
24,4,90.0,98.0,0.02
25,6,88.0,100.0,0.02040816326530612
26,3,91.0,97.0,0.01979591836734694
27,1,93.0,95.0,0.019387755102040816
28,2,92.0,96.0,0.019591836734693877
29,3,89.0,95.0,0.019387755102040816
30,2,94.0,98.0,0.02
31,2,92.0,96.0,0.019591836734693877
32,2,89.0,93.0,0.018979591836734692
33,2,89.0,93.0,0.018979591836734692
34,0,94.0,94.0,0.019183673469387756
35,1,93.0,95.0,0.019387755102040816
36,2,90.0,94.0,0.019183673469387756
37,2,88.0,92.0,0.018775510204081632
38,2,87.0,91.0,0.018571428571428572
39,4,90.0,98.0,0.02
40,3,92.0,98.0,0.02
41,1,92.0,94.0,0.019183673469387756
42,0,93.0,93.0,0.018979591836734692
43,1,95.0,97.0,0.01979591836734694
44,0,86.0,86.0,0.017551020408163264
45,0,89.0,89.0,0.018163265306122448
46,0,93.0,93.0,0.018979591836734692
47,0,88.0,88.0,0.017959183673469388
48,0,95.0,95.0,0.019387755102040816
49,0,90.0,90.0,0.018367346938775512
