u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,33,1
1,36,1
2,6,2
2,11,2
2,13,2
2,48,2
3,5,3
3,6,3
3,13,3
3,25,3
3,29,3
3,38,3
3,45,3
4,15,4
4,30,4
4,36,4
5,36,5
5,40,5
5,41,5
6,13,6
6,20,6
6,24,6
7,17,7
7,24,7
7,37,7
7,42,7
8,15,8
8,17,8
8,25,8
8,41,8
9,12,9
9,28,9
9,42,9
10,20,10
10,21,10
11,29,11
12,22,12
12,30,12
12,49,12
13,27,13
13,45,13
14,25,14
14,40,14
14,49,14
15,19,15
16,18,16
16,47,16
17,28,17
17,32,17
17,40,17
18,25,18
18,41,18
18,42,18
18,44,18
18,48,18
18,49,18
19,29,19
19,39,19
20,21,20
20,22,20
20,38,20
20,47,20
21,28,21
21,30,21
22,37,22
22,38,22
23,26,23
23,42,23
23,43,23
24,33,24
24,35,24
24,36,24
25,48,25
26,31,26
26,46,26
26,47,26
27,28,27
27,29,27
27,37,27
28,37,28
28,38,28
28,45,28
30,33,30
30,34,30
30,38,30
31,39,31
32,48,32
33,36,33
33,41,33
34,49,34
35,49,35
36,45,36
37,39,37
37,47,37
41,46,41
43,45,43
