u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,13,1
1,46,1
2,16,2
2,18,2
2,32,2
3,4,3
3,26,3
3,30,3
3,32,3
3,43,3
3,49,3
4,6,4
4,13,4
4,19,4
4,20,4
4,42,4
4,49,4
5,7,5
5,22,5
5,27,5
5,32,5
5,49,5
6,33,6
6,37,6
6,41,6
6,42,6
6,49,6
7,8,7
7,16,7
7,18,7
7,21,7
7,31,7
7,35,7
7,37,7
7,45,7
8,10,8
8,20,8
8,23,8
8,27,8
8,47,8
9,10,9
9,11,9
9,15,9
9,16,9
9,17,9
9,21,9
9,29,9
9,44,9
9,48,9
9,49,9
10,45,10
10,49,10
11,26,11
12,13,12
13,22,13
13,37,13
13,41,13
14,16,14
14,21,14
14,27,14
14,31,14
14,32,14
15,21,15
15,30,15
15,33,15
17,49,17
18,26,18
18,32,18
18,45,18
19,30,19
19,46,19
20,22,20
20,34,20
21,26,21
21,33,21
21,35,21
21,47,21
22,26,22
23,46,23
24,37,24
24,38,24
24,39,24
24,49,24
25,26,25
25,33,25
25,38,25
25,42,25
25,46,25
26,28,26
26,37,26
26,41,26
26,43,26
26,44,26
28,29,28
28,31,28
28,45,28
28,48,28
28,49,28
29,46,29
30,37,30
30,48,30
32,36,32
32,43,32
32,47,32
33,36,33
33,37,33
33,40,33
33,42,33
34,39,34
34,44,34
34,48,34
35,36,35
36,42,36
36,44,36
36,48,36
37,40,37
38,44,38
39,41,39
39,45,39
42,47,42
45,47,45
