u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,10,1
1,14,1
1,17,1
1,29,1
1,31,1
1,37,1
2,19,2
2,35,2
2,38,2
2,42,2
3,19,3
3,29,3
3,43,3
3,45,3
4,6,4
4,17,4
4,18,4
4,23,4
4,34,4
4,44,4
5,12,5
5,31,5
5,37,5
5,38,5
5,43,5
6,9,6
6,10,6
6,33,6
6,35,6
7,16,7
7,19,7
7,20,7
7,24,7
7,48,7
8,12,8
8,47,8
8,49,8
9,14,9
9,34,9
10,22,10
10,30,10
10,38,10
11,21,11
11,36,11
11,44,11
12,41,12
12,48,12
14,16,14
14,20,14
14,25,14
14,36,14
14,37,14
14,39,14
14,45,14
15,17,15
15,24,15
15,38,15
15,41,15
15,46,15
16,22,16
16,25,16
17,22,17
17,40,17
18,35,18
18,47,18
19,24,19
19,33,19
19,37,19
19,38,19
19,46,19
20,21,20
20,33,20
20,35,20
22,42,22
22,43,22
22,44,22
22,45,22
23,31,23
23,36,23
23,48,23
24,33,24
26,28,26
26,34,26
26,38,26
27,29,27
27,31,27
27,32,27
27,39,27
28,41,28
28,44,28
28,47,28
29,36,29
29,47,29
30,38,30
30,44,30
30,48,30
31,35,31
31,37,31
31,40,31
33,40,33
33,43,33
34,41,34
35,40,35
35,44,35
35,45,35
36,41,36
36,45,36
37,45,37
37,47,37
38,46,38
39,40,39
40,48,40
42,43,42
42,45,42
44,49,44
45,47,45
45,49,45
47,49,47
