node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,4,93.0,101.0,0.020612244897959184
2,7,90.0,104.0,0.02122448979591837
3,3,94.0,100.0,0.02040816326530612
4,4,93.0,101.0,0.020612244897959184
5,8,89.0,105.0,0.02142857142857143
6,4,92.0,100.0,0.02040816326530612
7,3,94.0,100.0,0.02040816326530612
8,3,91.0,97.0,0.01979591836734694
9,5,89.0,99.0,0.02020408163265306
10,5,91.0,101.0,0.020612244897959184
11,4,91.0,99.0,0.02020408163265306
12,5,91.0,101.0,0.020612244897959184
13,4,93.0,101.0,0.020612244897959184
14,1,95.0,97.0,0.01979591836734694
15,3,91.0,97.0,0.01979591836734694
16,2,93.0,97.0,0.01979591836734694
17,5,91.0,101.0,0.020612244897959184
18,2,94.0,98.0,0.02
19,1,95.0,97.0,0.01979591836734694
20,2,92.0,96.0,0.019591836734693877
21,1,94.0,96.0,0.019591836734693877
22,4,90.0,98.0,0.02
23,0,96.0,96.0,0.019591836734693877
24,4,93.0,101.0,0.020612244897959184
25,1,95.0,97.0,0.01979591836734694
26,4,91.0,99.0,0.02020408163265306
27,4,92.0,100.0,0.02040816326530612
28,0,93.0,93.0,0.018979591836734692
29,1,92.0,94.0,0.019183673469387756
30,2,94.0,98.0,0.02
31,1,92.0,94.0,0.019183673469387756
32,1,92.0,94.0,0.019183673469387756
33,2,94.0,98.0,0.02
34,2,95.0,99.0,0.02020408163265306
35,1,90.0,92.0,0.018775510204081632
36,0,91.0,91.0,0.018571428571428572
37,2,92.0,96.0,0.019591836734693877
38,2,90.0,94.0,0.019183673469387756
39,0,92.0,92.0,0.018775510204081632
40,1,91.0,93.0,0.018979591836734692
41,1,91.0,93.0,0.018979591836734692
42,0,95.0,95.0,0.019387755102040816
43,0,95.0,95.0,0.019387755102040816
44,0,94.0,94.0,0.019183673469387756
45,1,94.0,96.0,0.019591836734693877
46,0,90.0,90.0,0.018367346938775512
47,1,92.0,94.0,0.019183673469387756
48,1,94.0,96.0,0.019591836734693877
49,0,93.0,93.0,0.018979591836734692
