u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,6,1
1,11,1
1,16,1
1,37,1
1,43,1
2,15,2
2,22,2
2,32,2
2,47,2
3,20,3
3,29,3
3,32,3
4,22,4
4,35,4
4,43,4
5,11,5
5,14,5
5,22,5
5,25,5
5,29,5
6,11,6
6,29,6
6,37,6
7,14,7
7,20,7
7,23,7
7,32,7
7,39,7
7,44,7
8,11,8
8,12,8
8,19,8
8,21,8
8,35,8
8,38,8
8,39,8
9,10,9
9,27,9
9,35,9
9,47,9
10,14,10
10,29,10
10,31,10
10,38,10
10,40,10
11,27,11
11,36,11
11,44,11
12,15,12
12,26,12
12,42,12
13,25,13
13,29,13
14,20,14
14,23,14
14,39,14
15,18,15
15,32,15
15,37,15
16,18,16
16,26,16
16,29,16
17,31,17
18,21,18
19,30,19
19,44,19
20,22,20
20,23,20
20,31,20
20,36,20
20,47,20
20,48,20
20,49,20
21,22,21
21,24,21
21,33,21
21,36,21
21,37,21
21,43,21
22,32,22
23,24,23
23,40,23
24,28,24
24,30,24
24,34,24
24,41,24
24,43,24
25,28,25
25,39,25
25,41,25
25,46,25
26,46,26
26,49,26
27,47,27
28,37,28
28,44,28
29,32,29
29,45,29
31,32,31
31,47,31
33,36,33
33,45,33
33,47,33
33,49,33
34,47,34
35,39,35
35,48,35
37,48,37
39,40,39
41,44,41
41,46,41
42,47,42
46,48,46
