node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,5,92.0,102.0,0.020816326530612245
2,8,89.0,105.0,0.02142857142857143
3,6,91.0,103.0,0.021020408163265305
4,5,92.0,102.0,0.020816326530612245
5,3,94.0,100.0,0.02040816326530612
6,7,90.0,104.0,0.02122448979591837
7,3,93.0,99.0,0.02020408163265306
8,5,92.0,102.0,0.020816326530612245
9,5,92.0,102.0,0.020816326530612245
10,3,90.0,96.0,0.019591836734693877
11,3,94.0,100.0,0.02040816326530612
12,3,93.0,99.0,0.02020408163265306
13,3,93.0,99.0,0.02020408163265306
14,5,91.0,101.0,0.020612244897959184
15,2,94.0,98.0,0.02
16,1,95.0,97.0,0.01979591836734694
17,2,93.0,97.0,0.01979591836734694
18,1,96.0,98.0,0.02
19,2,92.0,96.0,0.019591836734693877
20,2,94.0,98.0,0.02
21,1,92.0,94.0,0.019183673469387756
22,2,90.0,94.0,0.019183673469387756
23,4,91.0,99.0,0.02020408163265306
24,2,92.0,96.0,0.019591836734693877
25,1,94.0,96.0,0.019591836734693877
26,2,92.0,96.0,0.019591836734693877
27,1,93.0,95.0,0.019387755102040816
28,1,95.0,97.0,0.01979591836734694
29,2,92.0,96.0,0.019591836734693877
30,2,93.0,97.0,0.01979591836734694
31,4,90.0,98.0,0.02
32,0,94.0,94.0,0.019183673469387756
33,0,92.0,92.0,0.018775510204081632
34,2,90.0,94.0,0.019183673469387756
35,0,95.0,95.0,0.019387755102040816
36,0,96.0,96.0,0.019591836734693877
37,2,90.0,94.0,0.019183673469387756
38,1,96.0,98.0,0.02
39,1,92.0,94.0,0.019183673469387756
40,3,92.0,98.0,0.02
41,1,93.0,95.0,0.019387755102040816
42,0,95.0,95.0,0.019387755102040816
43,0,95.0,95.0,0.019387755102040816
44,1,93.0,95.0,0.019387755102040816
45,2,88.0,92.0,0.018775510204081632
46,0,92.0,92.0,0.018775510204081632
47,0,93.0,93.0,0.018979591836734692
48,0,93.0,93.0,0.018979591836734692
49,0,92.0,92.0,0.018775510204081632
