u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,4,1
1,33,1
1,34,1
1,40,1
1,45,1
2,9,2
2,14,2
2,18,2
2,44,2
2,45,2
3,6,3
3,17,3
4,13,4
4,35,4
4,38,4
5,13,5
5,23,5
5,30,5
5,31,5
5,36,5
5,44,5
6,8,6
6,9,6
6,19,6
7,10,7
7,16,7
7,18,7
7,23,7
7,30,7
8,15,8
9,23,9
9,28,9
9,33,9
9,35,9
9,44,9
9,49,9
10,19,10
10,22,10
10,23,10
11,22,11
11,37,11
12,30,12
12,32,12
12,34,12
12,35,12
12,46,12
12,49,12
13,26,13
13,28,13
13,34,13
13,38,13
13,48,13
14,20,14
14,43,14
15,49,15
16,29,16
16,34,16
16,47,16
16,49,16
17,24,17
17,35,17
18,20,18
18,22,18
18,25,18
18,41,18
19,34,19
19,36,19
19,43,19
20,33,20
20,37,20
21,23,21
21,27,21
21,28,21
22,34,22
23,30,23
23,31,23
23,40,23
24,27,24
24,28,24
24,43,24
24,45,24
25,40,25
25,44,25
25,49,25
26,28,26
27,42,27
27,43,27
30,31,30
30,36,30
30,45,30
31,34,31
31,46,31
32,38,32
32,39,32
32,42,32
32,45,32
34,42,34
35,38,35
36,41,36
36,45,36
36,46,36
36,47,36
36,49,36
37,41,37
38,41,38
38,46,38
39,49,39
41,44,41
42,46,42
